,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
45,827,827,Благо,услуги ломбарда,,нет,бытовые услуги,"город Москва, проспект Маршала Жукова, дом 18",район Хорошёво-Мнёвники,Северо-Западный административный округ,37.48763429265449,55.77606569190121,1896497.4983517104,6412604.426845295
46,832,832,ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, проспект Маршала Жукова, дом 39, корпус 1",район Хорошёво-Мнёвники,Северо-Западный административный округ,37.47142231735489,55.7753049597572,1895540.2911347675,6412185.259939644
47,849,849,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Заревый проезд, дом 10",район Северное Медведково,Северо-Восточный административный округ,37.6581462846828,55.8862918259896,1902754.4556933385,6428042.690481491
48,862,862,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Волгоградский проспект, дом 121/35",район Кузьминки,Юго-Восточный административный округ,37.767679,55.705956999999906,1916129.3378446985,6410914.75617887
49,864,864,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Зеленодольская улица, дом 39",район Кузьминки,Юго-Восточный административный округ,37.766684,55.703644,1916155.2203898255,6410644.5465845065
50,866,866,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Волгоградский проспект, дом 82/37",район Кузьминки,Юго-Восточный административный округ,37.76708862145591,55.70462760880208,1916143.0891523957,6410759.063713529
51,868,868,ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, 1-я Владимирская улица, дом 37/15",район Перово,Восточный административный округ,37.78020928724549,55.75042723130215,1915228.7792494185,6415970.237371087
52,869,869,ЛОМБАРД 911,услуги ломбарда,,нет,бытовые услуги,"город Москва, Зелёный проспект, дом 17",район Перово,Восточный административный округ,37.7816781030725,55.750597684925694,1915311.6487435212,6416019.5845504375
53,874,874,ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, Зелёный проспект, дом 56",район Новогиреево,Восточный административный округ,37.8151091562341,55.751473206748,1917309.9937863639,6416819.672860676
54,875,875,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Зелёный проспект, дом 62, корпус 1",район Новогиреево,Восточный административный округ,37.81952131712855,55.750542477107,1917612.909653521,6416812.644045643
55,879,879,Скупка № 1,услуги ломбарда,,нет,бытовые услуги,"город Москва, Свободный проспект, дом 18",район Новогиреево,Восточный административный округ,37.81675762876292,55.75242681510844,1917374.4148723169,6416957.222211158
56,897,897,Ваш ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Измайловский бульвар, дом 10",район Измайлово,Восточный административный округ,37.786031494251574,55.796121944191846,1913872.694981156,6421015.417406738
57,910,910,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Измайловский проспект, дом 63",район Измайлово,Восточный административный округ,37.78552739749369,55.788657056095005,1914121.4767394203,6420200.688100765
58,924,924,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Илимская улица, дом 10",район Лианозово,Северо-Восточный административный округ,37.583838366131104,55.8901095067173,1898112.7951643881,6426901.494321098
59,942,942,Центр ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Долгоруковская улица, дом 39/6",Тверской район,Центральный административный округ,37.60063233447952,55.778641394184206,1903267.8676110576,6415238.938491655
60,1022,1022,ВАШ ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, 2-я Квесисская улица, дом 21",Савёловский район,Северный административный округ,37.5775910278704,55.7947921262789,1901269.4787966341,6416498.263012132
61,1043,1043,ЗАЛОГ И ВЫКУП,услуги ломбарда,,нет,бытовые услуги,"город Москва, Кировоградская улица, дом 28, корпус 1",район Чертаново Центральное,Южный административный округ,37.601822489237286,55.60947304454086,1909612.231597908,6397026.524214151
62,1056,1056,Народная залоговая компания,услуги ломбарда,,нет,бытовые услуги,"город Москва, 5-я Кожуховская улица, дом 9",Южнопортовый район,Юго-Восточный административный округ,37.6695885883398,55.705472673631604,1910178.760104887,6408797.7715749685
63,1087,1087,Ломбард Тик-Так,услуги ломбарда,,нет,бытовые услуги,"город Москва, Комсомольский проспект, дом 33/11",район Хамовники,Центральный административный округ,37.57845638848621,55.723784169982174,1903953.5120310169,6408861.890862135
64,1097,1097,ЛОМБАРД ЮВЕЛИРНАЯ МАСТЕРСКАЯ,услуги ломбарда,,нет,бытовые услуги,"город Москва, Комсомольский проспект, дом 49",район Хамовники,Центральный административный округ,37.57218270534871,55.71914852493897,1903743.4714088198,6408230.973258492
65,1103,1103,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Конёнкова, дом 19",район Бибирево,Северо-Восточный административный округ,37.6107677446404,55.8932590362104,1899626.5046934872,6427802.881465179
66,1118,1118,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Корнейчука, дом 54",район Бибирево,Северо-Восточный административный округ,37.6283844934501,55.8940411147052,1900664.055984274,6428255.167688343
67,1138,1138,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Зои и Александра Космодемьянских, дом 25/34",район Коптево,Северный административный округ,37.519736,55.823642,1896689.2560364387,6418401.790581705
68,1149,1149,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Космонавтов, дом 22",Алексеевский район,Северо-Восточный административный округ,37.660227847110654,55.82056682305958,1905327.5665473044,6421004.707142738
69,1151,1151,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Космонавтов, дом 22",Алексеевский район,Северо-Восточный административный округ,37.660227847110654,55.82056682305958,1905327.5665473044,6421004.707142738
70,1155,1155,ГОЛД ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Костякова, дом 6/5",Тимирязевский район,Северный административный округ,37.5728574024256,55.8119905019376,1900344.5779594237,6418253.192328531
71,1169,1169,Гледен,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Кравченко, дом 8",Ломоносовский район,Юго-Западный административный округ,37.520723159623365,55.67638719088055,1902191.2795938791,6402545.492100415
72,1173,1173,Ломбард Залог Успеха,услуги ломбарда,,нет,бытовые услуги,"город Москва, Нахимовский проспект, дом 42",Академический район,Юго-Западный административный округ,37.564392807500056,55.677896772739615,1904796.2979766813,6403620.515468422
73,1196,1196,Ломбард Надежда,услуги ломбарда,,нет,бытовые услуги,"город Москва, Краснодарская улица, дом 4/117",район Люблино,Юго-Восточный административный округ,37.7395245061928,55.676348471249995,1915521.084122756,6407130.5557208415
74,1219,1219,Залог успеха,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Красного Маяка, дом 1, корпус 1",район Чертаново Центральное,Южный административный округ,37.60060552670237,55.61079585634018,1909488.9517416274,6397143.640980173
75,1223,1223,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Красного Маяка, дом 2",район Чертаново Центральное,Южный административный округ,37.6017857874558,55.61186407716727,1909521.412579274,6397283.572146293
76,1242,1242,Ломбард 24,услуги ломбарда,,нет,бытовые услуги,"город Москва, Кронштадтский бульвар, дом 13/2, корпус 1",Головинский район,Северный административный округ,37.49292891155159,55.84228753430529,1894373.6555172098,6419854.1883490635
77,1252,1252,Чароит,услуги ломбарда,,нет,бытовые услуги,"город Москва, 3-й Крутицкий переулок, дом 13",Южнопортовый район,Юго-Восточный административный округ,37.6633551345888,55.7306606616528,1908862.671302897,6411381.598656473
78,1283,1283,ЭЛИТНЫЙ ЧАСОВОЙ ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, Кутузовский проспект, дом 23, корпус 1",район Дорогомилово,Западный административный округ,37.54832527607999,55.744517857565,1901352.9995709585,6410467.702885451
79,1330,1330,Ломбард Перспектива,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 33, корпус 4",район Беговой,Северный административный округ,37.559936,55.787255,1900476.5441839532,6415317.2453587325
80,1337,1337,Ломбард «Ломбард Алмаз»,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 58",район Аэропорт,Северный административный округ,37.53685138163996,55.799049298182496,1898637.9590184004,6416107.199487853
81,1344,1344,Ломбард « Ломбард Яхонт»,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 62",район Аэропорт,Северный административный округ,37.53410759183056,55.80064427801207,1898412.334884549,6416221.956006108
82,1345,1345,Ломбард «РУСЛОМБАРД»,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 62",район Аэропорт,Северный административный округ,37.5327422843963,55.8008419441989,1898322.1184349118,6416214.812973336
83,1364,1364,Ломбард «Деньга»,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 78, корпус 1",район Аэропорт,Северный административный округ,37.51327551694192,55.806059227900604,1896947.1848318041,6416371.8030824615
84,1372,1372,ЛОУДСЕЛ,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинградское шоссе, дом 9, корпус 1",Войковский район,Северный административный округ,37.498398395833995,55.816786213647,1895647.6193805016,6417218.685517493
85,1386,1386,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ленинский проспект, дом 11, строение 1",район Якиманка,Центральный административный округ,37.60392134472969,55.723183675774095,1905525.1196457061,6409329.907250735
86,1463,1463,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Лескова, дом 6",район Бибирево,Северо-Восточный административный округ,37.592614554029296,55.897758779967,1898360.243429813,6427908.848302755
87,1497,1497,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ломоносовский проспект, дом 5",Гагаринский район,Юго-Западный административный округ,37.547881603697995,55.68585524355551,1903496.0212111908,6404133.526989092
88,1502,1502,МЕРИДИАН - 2М,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ломоносовский проспект, дом 15",Гагаринский район,Юго-Западный административный округ,37.5400754438456,55.6887270938032,1902914.3372583762,6404280.137381631
89,1503,1503,АЗ Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, Ломоносовский проспект, дом 15",Гагаринский район,Юго-Западный административный округ,37.548014782532,55.6858210552645,1903505.3981049026,6404132.622972139
90,1506,1506,БАБУШКИНСКИЙ ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, Лосевская улица, дом 22",Ярославский район,Северо-Восточный административный округ,37.716367643809406,55.877501401258506,1906607.7226414608,6428315.990033719
91,1513,1513,ЭКСПЛУАНТ,услуги ломбарда,,нет,бытовые услуги,"город Москва, Люблинская улица, дом 29",район Текстильщики,Юго-Восточный административный округ,37.734003,55.699997,1914302.7708386737,6409562.595933922
