,NameOfStation,Name,Latitude_WGS84,Longitude_WGS84,Xs,Ys
741,Воробьёвы горы,"Воробьёвы горы, выход 2 из северного вестибюля",55.7117979,37.5608905,1903328.3628916417,6407202.480962992
742,Кропоткинская,"Кропоткинская, вход-выход 2 в северный вестибюль",55.7458379,37.6053881,1904773.9698512221,6411802.6051059365
743,Охотный ряд,"Охотный ряд, вход-выход 4 в южный вестибюль",55.7570101,37.6156835,1904985.2248239752,6413222.319116409
744,Охотный ряд,"Охотный ряд, вход 1 в северный вестибюль",55.758886,37.617936,1905052.4875598622,6413471.665385059
745,Охотный ряд,"Охотный ряд, выход 1 из северного вестибюля",55.758786,37.618006,1905060.4545774497,6413462.352448495
746,Охотный ряд,"Охотный ряд, выход 2 из северного вестибюля",55.75875,37.617464,1905028.8499666925,6413447.125709162
747,Лубянка,"Лубянка, выход из южного вестибюля",55.7589744,37.6259133,1905534.0328906805,6413648.2262405045
748,Чистые пруды,"Чистые пруды, выход из вестибюля",55.7648289,37.6385347,1906083.5160487038,6414543.598868464
749,Красные ворота,"Красные ворота, выход из южного вестибюля",55.768314,37.648069,1906533.259004443,6415119.004623544
750,Красные ворота,"Красные ворота, выход из северного вестибюля",55.7696702,37.6502712,1906616.6224494379,6415311.324026995
751,Комсомольская,"Комсомольская, вход-выход 1 в вестибюль",55.7745684,37.6561533,1906791.7743744834,6415962.508107177
752,Комсомольская,"Комсомольская, вход-выход 2 в Казанский вокзал",55.7741984,37.6558441,1906786.7554732724,6415916.151685794
753,Комсомольская,"Комсомольская, выход 3 из объединенного вестибюля",55.7762387,37.6562468,1906735.3226153762,6416144.47072133
754,Комсомольская,"Комсомольская, выход 4 из объединенного вестибюля",55.776744,37.655904,1906695.7051511568,6416191.738036386
755,Сокольники,"Сокольники, выход 5 из вестибюля",55.7892348,37.6795255,1907665.2386609751,6418033.20143217
756,Сокольники,"Сокольники, выход 2 из вестибюля",55.7893005,37.6799101,1907686.1420346983,6418048.351314646
757,Преображенская площадь,"Преображенская площадь, вход-выход 1 в южный вестибюль",55.7963262,37.7138546,1909484.8254276167,6419518.163166122
758,Преображенская площадь,"Преображенская площадь, вход-выход 2 в южный вестибюль",55.7962682,37.7135247,1909466.9659242716,6419504.981592571
759,Белорусская,"Белорусская, вход-выход 2 в восточный (новый) вестибюль",55.777624,37.58613,1902424.6073784917,6414826.112353331
760,Добрынинская,"Добрынинская, выход из вестибюля",55.7289465,37.6227317,1906455.5834051224,6410345.018026145
761,Комсомольская,"Комсомольская, вход 1 с Ярославского вокзала",55.7775029,37.6570166,1906735.0524779316,6416296.8479151605
762,Комсомольская,"Комсомольская, выход из вестибюля",55.7762417,37.6562598,1906736.0006385748,6416145.0665740445
763,Комсомольская,"Комсомольская, вход 7 в вестибюль",55.7750909,37.6565984,1906799.3749389194,6416028.148220394
764,Краснопресненская,"Краснопресненская, выход из вестибюля",55.7602789,37.5771948,1902524.592952997,6412769.711074709
765,Парк культуры,"Парк культуры, вход в вестибюль",55.7350748,37.5933011,1904438.119882732,6410389.503294033
766,Парк культуры,"Парк культуры, выход из вестибюля",55.7353431,37.5931558,1904419.335024349,6410415.386001901
767,Фили,"Фили, выход 3 из восточного вестибюля",55.745419,37.515807,1899342.0170757344,6409886.636946753
768,Фили,"Фили, выход 1 из западного вестибюля",55.746817,37.513817,1899169.33859264,6409995.900931148
769,Фили,"Фили, выход 2 из западного вестибюля",55.746908,37.51408,1899181.9715650936,6410011.193283248
770,Смоленская,"Смоленская, выход 2 из вестибюля",55.7490401,37.5818407,1903223.5245783408,6411655.288307079
771,Александровский сад,"Александровский сад, вход-выход 3 в подземный вестибюль (к кассам)",55.7522387,37.611553,1904911.2550511928,6412621.568279829
772,Арбатская,"Арбатская, выход из вестибюля",55.7521403,37.6014064,1904298.0900921517,6412398.634708716
773,Выставочная,"Выставочная, вход-выход 1 в вестибюль со стороны моста Багратион",55.748092,37.543971,1900955.9666675655,6410762.162650194
774,Выставочная,"Выставочная, выход 2 в вестибюль со стороны Экспоцентра",55.750071,37.542796,1900811.3033685856,6410951.003734346
775,Автозаводская,"Автозаводская, вход в южный вестибюль",55.7064354,37.6573197,1909396.2948333332,6408643.931322369
776,Алма-Атинская,"Алма-Атинская, выход из южного вестибюля",55.6335934,37.7654095,1918693.8107365128,6403069.244323826
777,Алтуфьево,"Алтуфьево, вход-выход 3 в северный вестибюль",55.8992238,37.5864266,1897931.210316403,6427937.63696338
778,Алтуфьево,"Алтуфьево, вход-выход 1 в южный вестибюль",55.8967211,37.5865178,1898029.636103014,6427669.850280485
779,Алтуфьево,"Алтуфьево, вход-выход 3 в южный вестибюль",55.8970019,37.5877138,1898091.6262854284,6427725.05518922
780,Алтуфьево,"Алтуфьево, вход-выход 2 в северный вестибюль",55.898762,37.5878484,1898034.4341492548,6427917.528849818
781,Аннино,"Аннино, вход-выход 1 в северный вестибюль",55.5838306,37.5966171,1910244.1220187196,6394152.301498202
782,Александровский сад,"Александровский сад, вход-выход 1 в подземный вестибюль",55.7519886,37.610305,1904844.6712182977,6412568.4896025015
783,Александровский сад,"Александровский сад, вход-выход 5 в подземный вестибюль (в Александровский сад)",55.7518779,37.6123922,1904975.6603083194,6412600.244091696
784,Александровский сад,"Александровский сад, вход-выход 4 в подземный вестибюль",55.7525264,37.6106381,1904844.9617874369,6412633.429643784
785,Алексеевская,"Алексеевская, вход в вестибюль",55.8079292,37.6385402,1904481.7585810511,6419188.619484127
786,Аннино,"Аннино, вход-выход в южный вестибюль",55.5814637,37.5962094,1910306.8586108119,6393888.514050574
787,Арбатская,"Арбатская (Арбатско-Покровская линия), вход-выход в вестибюль",55.752386,37.603279,1904402.8126525467,6412464.297274164
788,Арбатская,"Арбатская, вход 2 в вестибюль",55.7521203,37.6016349,1904312.7228603526,6412401.259378373
789,Аэропорт,"Аэропорт, вход-выход 4 в северный вестибюль",55.80044,37.53058,1898205.6896699402,6416126.42591241
790,Аэропорт,"Аэропорт, вход 1 в северный вестибюль",55.8010499,37.5319322,1898265.2357362632,6416220.350507261
791,Аэропорт,"Аэропорт, вход в южный вестибюль",55.799983,37.5343722,1898452.8683645378,6416156.183608311
792,Аэропорт,"Аэропорт, вход-выход 3 в северный вестибюль",55.8013396,37.5318511,1898249.5940296461,6416249.890884232
793,Бабушкинская,"Бабушкинская, вход-выход 1 в южный вестибюль",55.868764,37.6633714,1903723.6786169105,6426263.652176892
794,Бабушкинская,"Бабушкинская, вход-выход 1 в северный вестибюль",55.8704586,37.6642327,1903712.7417842108,6426464.2645662185
795,Бабушкинская,"Бабушкинская, вход-выход 3 в северный вестибюль",55.870296,37.6650695,1903769.4889333749,6426464.270036488
796,Багратионовская,"Багратионовская, вход-выход в западный вестибюль",55.74366,37.497393,1898286.9924252026,6409313.366531384
797,Багратионовская,"Багратионовская, вход-выход в восточный вестибюль",55.743873,37.498136,1898324.3227555917,6409351.8062179135
798,Баррикадная,"Баррикадная, вход в вестибюль",55.760671,37.581254,1902756.7856096285,6412896.802625007
799,Автозаводская,"Автозаводская, вход-выход 1 в северный вестибюль",55.7085971,37.6573731,1909319.1823104888,6408878.047547977
800,Автозаводская,"Автозаводская, вход-выход 2 в северный вестибюль",55.7084422,37.6582104,1909375.8950152923,6408878.927087544
801,Академическая,"Академическая, вход-выход 1 в южный вестибюль",55.6871598,37.572374,1904939.6172510008,6404786.16270801
802,Академическая,"Академическая, вход-выход 3 в южный вестибюль",55.6869507,37.5730611,1904989.2088753644,6404777.989119803
803,Академическая,"Академическая, вход-выход 1 в северный вестибюль",55.6886305,37.5739375,1904980.3923851117,6404977.430509616
804,Академическая,"Академическая, вход-выход 4 в северный вестибюль",55.6883706,37.5745675,1905028.3860362356,6404962.586389076
805,Александровский сад,"Александровский сад, вход-выход 2 в подземный вестибюль",55.7522365,37.6101956,1904828.8210414292,6412592.920555659
806,Алма-Атинская,"Алма-Атинская, вход-выход в северный вестибюль",55.6321187,37.7668521,1918836.8146337932,6402940.790924457
807,Лермонтовский проспект,"Лермонтовский проспект, вход-выход 3 во 2-й вестибюль",55.6998796,37.8531582,1921557.0055518965,6412067.005191446
808,Лермонтовский проспект,"Лермонтовский проспект, вход-выход 4 во 2-й вестибюль",55.6996757,37.8535665,1921589.491260069,6412053.69000007
809,Кузьминки,"Кузьминки, вход-выход 2 в восточный вестибюль",55.705595,37.7673191,1916120.9674217638,6410868.159199362
810,Кузьминки,"Кузьминки, вход-выход 3 в восточный вестибюль",55.704878,37.766992,1916127.8555359195,6410784.0041287895
811,Кузьминки,"Кузьминки, вход-выход 1 в западный вестибюль",55.705971,37.7644433,1915931.9589411381,6410848.005700136
812,Кузьминки,"Кузьминки, вход-выход 4 в западный вестибюль",55.705253,37.764105,1915938.199600876,6410763.5069446685
813,Текстильщики,"Текстильщики, вход-выход 2 в западный вестибюль",55.708417,37.729567,1913718.7688118997,6410376.490017479
814,Текстильщики,"Текстильщики, вход-выход 3 в западный вестибюль",55.7084281,37.7293094,1913702.682001609,6410372.2612398155
815,Выхино,"Выхино, вход-выход 3 в вестибюль",55.7160789,37.8183355,1918831.8672314924,6413075.108889631
816,Рязанский проспект,"Рязанский проспект, выход из восточного вестибюля",55.71767244,37.7938917,1917285.7317660912,6412730.27185489
817,Волгоградский проспект,"Волгоградский проспект, вход-выход 1 в западный вестибюль",55.725542,37.685442,1910396.4374751973,6411293.763725135
818,Тушинская,"Тушинская, вход-выход 3 во 2-й вестибюль",55.8277837,37.4380056,1891576.2225298218,6417150.114352469
819,Планерная,"Планерная, выход 1 из вестибюля",55.8595892,37.4369805,1890342.0658044305,6420558.242562041
820,Планерная,"Планерная, вход во 2-й вестибюль",55.8617814,37.4359691,1890199.9496329033,6420773.642858798
821,Фили,"Фили, выход 2 из восточного вестибюля",55.74534,37.515541,1899328.75792326,6409872.5753836725
822,Выхино,"Выхино, вход-выход 4 в вестибюль",55.7162301,37.8178371,1918795.8959717934,6413080.859787495
823,Выхино,"Выхино, вход-выход 5 в вестибюль",55.7160518,37.8170054,1918751.9968515472,6413044.068634474
824,Рязанский проспект,"Рязанский проспект, выход из западного вестибюля",55.7162199,37.7928231,1917275.086592722,6412551.216226172
825,Бауманская,"Бауманская, вход в вестибюль",55.772359,37.678778,1908248.2772588292,6416199.024717942
826,Братиславская,"Братиславская, вход-выход 1 в южный вестибюль",55.6592742,37.7496881,1916777.178804197,6405504.894178838
827,Братиславская,"Братиславская, вход-выход 3 в южный вестибюль",55.6587008,37.7489423,1916753.139670621,6405427.369005856
828,Авиамоторная,"Авиамоторная, вход-выход 5 в вестибюль",55.7515696,37.7164033,1911308.9344064896,6414749.369844104
829,Авиамоторная,"Авиамоторная, вход-выход 4 в вестибюль",55.7516802,37.7163711,1911302.8531085064,6414760.609980886
830,Авиамоторная,"Авиамоторная, вход-выход 2 в вестибюль",55.7519564,37.7167999,1911318.6110734513,6414799.389640385
831,Авиамоторная,"Авиамоторная, вход-выход 6 в вестибюль",55.7512426,37.7166177,1911334.1581540178,6414718.6442554165
832,Авиамоторная,"Авиамоторная, вход-выход 1 в вестибюль",55.7523119,37.7170683,1911321.6638452755,6414843.340451901
833,Авиамоторная,"Авиамоторная, вход-выход 3 в вестибюль",55.7519341,37.7174791,1911360.7174059115,6414811.272163888
834,Авиамоторная,"Авиамоторная, вход-выход 7 в вестибюль",55.7509368,37.7175141,1911400.0375086141,6414704.547607751
835,Авиамоторная,"Авиамоторная, вход-выход 8 в вестибюль",55.7509721,37.717731,1911411.9023008067,6414712.913402903
836,Авиамоторная,"Авиамоторная, вход-выход 9 в вестибюль",55.7510688,37.7178218,1911413.8139641143,6414725.242838512
837,Волгоградский проспект,"Волгоградский проспект, вход-выход 2 в западный вестибюль",55.7246062,37.6878151,1910575.6141235868,6411242.778116503
838,Пролетарская,"Пролетарская, вход-выход 2 в западный вестибюль",55.7316821,37.6640628,1908867.7160836558,6411506.537011905
839,Пролетарская,"Пролетарская, вход-выход 3 в западный вестибюль",55.7315311,37.6642394,1908884.0724716154,6411493.9695710605
840,Пролетарская,"Пролетарская, вход-выход 4 в западный вестибюль",55.7314431,37.664315,1908891.943295705,6411486.072123314
841,Баррикадная,"Баррикадная, выход из вестибюля",55.7607315,37.5814844,1902768.547076334,6412908.139358527
842,Кузнецкий мост,"Кузнецкий мост, выход из вестибюля",55.7614737,37.6241715,1905335.356882233,6413881.127934025
843,Улица 1905 года,"Улица 1905 года, выход 1 из вестибюля",55.7639585,37.5624294,1901490.8332243913,6412857.960508358
844,Беговая,"Беговая, вход-выход 2 в 1-й вестибюль",55.7730204,37.548946,1900335.913930797,6413553.436392478
845,Тушинская,"Тушинская, вход-выход 2 во 2-й вестибюль",55.8274301,37.4370025,1891528.3679669828,6417091.184471355
846,Спартак,"Спартак, вход-выход 1 в южный вестибюль",55.8174959,37.43463,1891750.3027389587,6415970.785127172
847,Спартак,"Спартак, вход-выход 2 в южный вестибюль",55.8175469,37.4340509,1891713.2660996239,6415964.27505456
848,Спартак,"Спартак, вход-выход 3 в южный вестибюль",55.8171942,37.4339862,1891722.3289585197,6415924.901225961
849,Спартак,"Спартак, вход-выход 4 в южный вестибюль",55.8171574,37.4345598,1891758.5089865366,6415932.82846639
850,Спартак,"Спартак, вход в северный вестибюль",55.8195532,37.4355097,1891727.9285511533,6416210.86873128
851,Спартак,"Спартак, выход из северного вестибюля",55.819532,37.4352894,1891715.335493124,6416204.014042589
852,Тропарёво,"Тропарёво, вход-выход 1 в 1 вестибюль",55.6461425,37.4735129,1900428.627063491,6398299.236940981
853,Тропарёво,"Тропарёво, вход-выход 2 в 1 вестибюль",55.6465539,37.474398,1900467.4586487568,6398362.050860312
854,Тропарёво,"Тропарёво, вход-выход 1 во 2 вестибюль",55.6453196,37.4717578,1900351.8843023642,6398173.914289466
855,Тропарёво,"Тропарёво, вход-выход 2 во 2 вестибюль",55.6449484,37.4709532,1900316.4780563933,6398117.114749781
856,Тропарёво,"Тропарёво, вход-выход 3 во 2 вестибюль",55.6450545,37.4721169,1900383.5544039106,6398152.8010272365
857,Тропарёво,"Тропарёво, вход-выход 4 во 2 вестибюль",55.6447182,37.4713839,1900351.2300500053,6398101.257102463
858,Тропарёво,"Тропарёво, вход-выход 5 во 2 вестибюль",55.64455,37.4727678,1900441.8434164277,6398111.9449734185
859,Тропарёво,"Тропарёво, вход-выход 6 во 2 вестибюль",55.6442227,37.472059,1900410.6635130653,6398061.875403412
860,Пушкинская,"Пушкинская, вход-выход 5 в совмещенный вестибюль",55.7650181,37.6054893,1904068.4637399134,6413872.133628664
861,Пушкинская,"Пушкинская, вход-выход 6 в совмещенный вестибюль",55.7642656,37.6054464,1904093.7798003396,6413790.1268146075
862,Пушкинская,"Пушкинская, вход-выход 7 в совмещенный вестибюль",55.7642336,37.6057429,1904112.9855285587,6413792.880718302
863,Пушкинская,"Пушкинская, вход-выход 8 в совмещенный вестибюль",55.7649524,37.6062287,1904115.8340838621,6413880.521052885
864,Пушкинская,"Пушкинская, вход-выход 9 в совмещенный вестибюль",55.7651792,37.6066843,1904135.1038782625,6413914.498775515
865,Котельники,"Котельники, вход-выход 1 в 1-й вестибюль",55.6753333,37.8563054,1922669.150386011,6409489.531174522
866,Котельники,"Котельники, вход-выход 2 в 1-й вестибюль",55.6748635,37.8564195,1922693.7155521857,6409441.340680385
867,Котельники,"Котельники, вход-выход 3 в 1-й вестибюль",55.6746393,37.856882,1922730.2785452108,6409426.991102162
868,Котельники,"Котельники, вход-выход 4 в 1-й вестибюль",55.6761333,37.8576946,1922723.7105429587,6409605.152264494
869,Котельники,"Котельники, вход-выход 5 в 1-й вестибюль",55.6769,37.858,1922713.5438915533,6409694.2161834035
870,Котельники,"Котельники, вход-выход 1 во 2-й вестибюль",55.6737847,37.8587337,1922875.0541333354,6409374.177395574
871,Котельники,"Котельники, вход-выход 2 во 2-й вестибюль",55.6735212,37.8592766,1922917.987097445,6409357.299824414
872,Спортивная,"Спортивная, выход из северного вестибюля",55.7239984,37.5655148,1903158.1424671293,6408614.477800267
873,Кропоткинская,"Кропоткинская, выход из южного вестибюля",55.7450636,37.6016736,1904576.843185621,6411641.414427082
874,Бульвар Дмитрия Донского,"Бульвар Дмитрия Донского, вход-выход 5 в южный вестибюль",55.568379,37.5750339,1909497.3101212438,6392033.484531528
875,Чертановская,"Чертановская, вход-выход 6 в северный вестибюль",55.6403445,37.6059598,1908720.7016304533,6400441.907542636
876,Нагорная,"Нагорная, вход-выход 3 в вестибюль",55.6729745,37.611284,1907835.4948561182,6404071.438026506
877,Тимирязевская,"Тимирязевская, вход-выход 6 в вестибюль",55.8193496,37.5762248,1900276.1208333422,6419116.675432997
878,Тимирязевская,"Тимирязевская, вход-выход 7 в вестибюль(пандус)",55.8186625,37.5762194,1900301.268245834,6419042.505265833
879,Марьина роща,"Марьина Роща, вход-выход 4 в южный вестибюль",55.793952,37.6165035,1903663.4215009129,6417221.081039095
880,Дубровка,"Дубровка, входы-выходы 3 в вестибюль",55.7178862,37.6770785,1910172.660849819,6410292.982097138
881,Войковская,"Войковская, вход-выход 4 в южный вестибюль",55.8179301,37.4981752,1895591.8133749922,6417337.364961502
882,Воробьёвы горы,"Воробьёвы горы, вход-выход 3 в южный вестибюль",55.7094701,37.5576425,1903216.8055349689,6406883.641951059
883,Лубянка,"Лубянка, вход-выход в южный вестибюль (Детский мир)",55.7598187,37.6246762,1905427.4922313448,6413713.3189162575
884,Новые Черёмушки,"Новые Черёмушки, вход-выход в южный вестибюль",55.6694562,37.5534261,1904440.3196716406,6402481.131353055
885,Павелецкая,"Павелецкая, выход 2 из вестибюля Кольцевой линии",55.7316865,37.6358771,1907153.3797319038,6410915.821279696
886,Киевская,"Киевская, вход-выход 4 в вестибюль",55.7443435,37.567234,1902509.3499030333,6410843.751109295
887,Киевская,"Киевская,вход-выход 3 в вестибюль",55.7441049,37.5669578,1902501.3901384324,6410812.258907561
888,Комсомольская,"Комсомольская, вход 8 в вестибюль",55.7773725,37.6579115,1906794.2573929299,6416301.558174371
889,Комсомольская,"Комсомольская, вход 1 Сокольнической линии с Ярославского вокзала",55.7774812,37.6568976,1906728.6319469437,6416292.014452598
890,Октябрьская,"Октябрьская, выход 2 из вестибюля Кольцевой линии",55.7294594,37.6109171,1905717.8926926139,6410152.86280112
891,Технопарк,"Технопарк, вход-выход 1 в южный вестибюль",55.692807,37.664749,1910355.2049816619,6407330.994196324
892,Технопарк,"Технопарк, вход-выход 2 в южный вестибюль",55.692804,37.664406,1910334.434439445,6407323.467116136
893,Технопарк,"Технопарк, вход-выход 1 в северный вестибюль",55.693837,37.664604,1910308.078916454,6407438.966964485
894,Технопарк,"Технопарк, вход-выход 2 в северный вестибюль",55.693825,37.664255,1910287.2783365268,6407430.34398323
895,Румянцево,Румянцево вход-выход в южный вестибюль,55.632939,37.439908,1898864.3575197875,6396175.363390807
896,Румянцево,Румянцево вход-выход в северный вестибюль,55.632964,37.443499,1899082.5798619238,6396252.778847331
897,Саларьево,"Саларьево, выход в южный вестибюль",55.621523,37.424220,1898326.491992287,6394617.504047193
898,Саларьево,"Саларьево, вход в северный вестибюль",55.621835,37.424644,1898340.9110191723,6394659.980446776
899,Фонвизинская,"Фонвизинская, вход-выход в первый вестибюль",55.822019,37.589069,1900956.4784493507,6419672.566349133
900,Бутырская,"Бутырская, вход-выход во второй вестибюль",55.814306,37.600984,1901965.6940826955,6419090.220338752
901,Петровско-Разумовская,"Петровско-Разумовская, вход -выход в первый вестибюль",55.833251,37.573883,1899618.6244405934,6420566.110327575
902,Петровско-Разумовская,"Петровско-Разумовская, вход-выход в объединенный вестибюль",55.836629,37.575981,1899620.6237129315,6420973.9677610425
903,Андроновка,"Андроновка, вход-выход 1",55.746438,37.736613,1912728.5858644068,6414621.710777514
904,Андроновка,"Андроновка, вход-выход 2",55.746034,37.737601,1912803.7115389998,6414598.982502016
905,Измайлово,"Измайлово, вход-выход 1",55.788422,37.74262,1911525.8742009907,6419271.507055947
906,Измайлово,"Измайлово, вход-выход 2",55.788392,37.743341,1911570.7610346947,6419283.448552101
907,Локомотив,"Локомотив, вход-выход 1",55.803199,37.745779,1911165.5943683223,6420929.926583432
908,Локомотив,"Локомотив, вход-выход 2",55.802735,37.745116,1911142.700568472,6420865.9892611625
909,Бульвар Рокоссовского,"Бульвар Рокоссовского, вход-выход",55.81571,37.737522,1910197.3144679593,6422104.01855356
910,Белокаменная,"Белокаменная, вход-выход 1",55.829815,37.702533,1907548.8573108409,6422888.425249073
911,Белокаменная,"Белокаменная, вход-выход 2",55.829128,37.701823,1907531.4247825348,6422799.505900156
912,Ростокино,"Ростокино, вход-выход 1",55.839289,37.668483,1905131.1720159752,6423195.004969075
913,Ростокино,"Ростокино, вход-выход 2",55.839145,37.668365,1905129.3803990914,6423177.016753816
914,Владыкино,"Владыкино, вход-выход 1",55.848215,37.590832,1900091.3950860456,6422532.625366881
915,Владыкино,"Владыкино, вход-выход 2",55.846329,37.589783,1900097.7830810721,6422307.468864857
916,Окружная,"Окружная, вход-выход 1",55.848466,37.572741,1898985.2109625826,6422182.127570878
917,Верхние Котлы,"Верхние Котлы, вход-выход 2",55.69013,37.618022,1907609.547477096,6406062.091126864
918,ЗИЛ,"ЗИЛ, вход-выход 1",55.699421,37.648603,1909126.447020138,6407704.93534646
919,ЗИЛ,"ЗИЛ, вход-выход 2",55.698447,37.650607,1909284.6298728066,6407642.00475612
920,Автозаводская,"Автозаводская, вход-выход 1",55.705366,37.662899,1909775.606569985,6408645.796580091
921,Автозаводская,"Автозаводская, вход-выход 2",55.705993,37.660571,1909610.6128301348,6408664.4997576345
922,Угрешская,"Угрешская, вход-выход 1",55.717481,37.695995,1911338.5125675667,6410646.840644476
923,Угрешская,"Угрешская, вход-выход 2",55.717972,37.695652,1911299.3599136772,6410692.543420597
924,Угрешская,"Угрешская, вход-выход 3",55.718487,37.694644,1911218.8612409942,6410726.852684501
925,Новохохловская,"Новохохловская, вход-выход 1",55.724616,37.717679,1912391.543130801,6411871.815832997
926,Новохохловская,"Новохохловская, вход-выход 2",55.724243,37.71803,1912426.7969682047,6411839.007934184
927,Нижегородская,"Нижегородская, вход-выход 1",55.731057,37.727479,1912747.26671077,6412772.124254956
928,Дубровка,"Дубровка, вход-выход 1",55.711591,37.676646,1910380.6003836277,6409605.432174693
929,Дубровка,"Дубровка, вход-выход 2",55.712069,37.67685,1910375.2264804998,6409661.234463767
930,Дубровка,"Дубровка, вход-выход 3",55.712972,37.675895,1910283.5192797945,6409738.494377848
931,Окружная,"Окружная, вход-выход 2",55.848789,37.572848,1898979.7214924667,6422219.171412459
932,Лихоборы,"Лихоборы, вход-выход 1",55.846983,37.554116,1897910.8424970976,6421633.921845979
933,Лихоборы,"Лихоборы, вход-выход 2",55.848437,37.552485,1897758.0762708485,6421756.644870256
934,Балтийская,"Балтийская, вход-выход",55.825623,37.493991,1895053.6849101244,6418079.715175165
935,Стрешнево,"Стрешнево, вход-выход",55.812839,37.488084,1895167.265569594,6416578.633981242
936,Шелепиха,"Шелепиха, вход-выход",55.756268,37.525104,1899506.4133039315,6411250.145003508
937,Кутузовская,"Кутузовская, вход-выход",55.739566,37.534021,1900666.1758106227,6409635.343817611
938,Лужники,"Лужники, вход-выход",55.72088,37.560927,1902994.4203166228,6408182.419444634
939,Площадь Гагарина,"Площадь Гагарина, вход-выход 1",55.706911,37.586713,1905081.152775809,6407215.53974828
940,Крымская,"Крымская, вход-выход 1",55.689973,37.606426,1906909.227265781,6405802.200405682
941,Крымская,"Крымская, вход-выход 2",55.690291,37.604996,1906810.353375596,6405806.5293924
942,Верхние Котлы,"Верхние Котлы, вход-выход 1",55.689873,37.618185,1907629.008550861,6406037.802419549
943,Шоссе Энтузиастов,"Шоссе энтузиастов, вход-выход 1",55.758882,37.748493,1912985.8327127853,6416212.61785126
944,Шоссе Энтузиастов,"Шоссе энтузиастов, вход-выход 2",55.758792,37.745428,1912802.9889541727,6416138.375290457
945,Ботанический сад,"Ботанический Сад, вход-выход 1",55.845851,37.639839,1903150.3549870376,6423302.2265583575
946,Ботанический сад,"Ботанический Сад, вход-выход 2",55.845326,37.639882,1903172.4888819114,6423246.555454174
947,Хорошёво,"Хорошёво, вход-выход",55.776923,37.507364,1897664.8094922733,6413107.491476399
948,Деловой центр,"Деловой центр, вход-выход 1",55.747767,37.531653,1900218.9193482946,6410470.154593386
949,Деловой центр,"Деловой центр, вход-выход 2",55.747872,37.53307,1900301.207507501,6410511.028197059
950,Площадь Гагарина,"Площадь Гагарина, вход-выход 2",55.707035,37.586019,1905034.3132533971,6407214.388108215
951,Соколиная Гора,"Соколиная гора, вход-выход 1",55.770326,37.747759,1912513.804973226,6417430.112259559
952,Соколиная Гора,"Соколиная гора, вход-выход 2",55.770252,37.748201,1912543.4127234712,6417431.446568287
953,Соколиная Гора,"Соколиная гора, вход-выход 3",55.770137,37.746088,1912419.3801684477,6417374.566927298
954,Соколиная Гора,"Соколиная гора, вход-выход 4",55.769637,37.744606,1912348.0471792268,6417289.496645945
955,Минская,"Минская, вход-выход 1",55.723940,37.498196,1899063.7594816687,6407203.669471937
956,Минская,"Минская, вход-выход 2",55.724064,37.498096,1899053.0967881759,6407214.957661339
957,Минская,"Минская, вход-выход 3",55.723725,37.496989,1898998.2372347657,6407155.3427644465
958,Минская,"Минская, вход-выход 4",55.723576,37.497131,1899012.3785716132,6407142.233455097
959,Раменки,"Раменки, вход-выход 1",55.696806,37.497911,1900047.7741240794,6404271.695342388
960,Раменки,"Раменки, вход-выход 2",55.696361,37.497160,1900018.453542936,6404208.055835016
961,Раменки,"Раменки, вход-выход 3",55.696873,37.496259,1899944.685579044,6404244.49426776
962,Раменки,"Раменки, вход-выход 4",55.697100,37.496672,1899961.4639879852,6404277.580368602
963,Раменки,"Раменки, вход-выход 5",55.698485,37.499270,1900068.5862189222,6404481.0800153725
964,Раменки,"Раменки, вход-выход 6",55.698797,37.499855,1900092.7003251098,6404526.917750735
965,Ломоносовский проспект,"Ломоносовский проспект, вход-выход 1",55.705405,37.513423,1900674.9813080938,6405522.343443832
966,Ломоносовский проспект,"Ломоносовский проспект, вход-выход 2",55.705757,37.512516,1900606.7572772978,6405541.388171624
967,Ломоносовский проспект,"Ломоносовский проспект, вход-выход 3",55.706777,37.514524,1900691.349505927,6405693.24773617
968,Ломоносовский проспект,"Ломоносовский проспект, вход-выход 4",55.707613,37.518038,1900874.4203142887,6405856.676361957
969,Ломоносовский проспект,"Ломоносовский проспект, вход-выход 5",55.707365,37.517485,1900849.912037909,6405818.401248568
970,Парк Победы,"Парк победы, вход-выход",55.737099,37.515447,1899627.5050541507,6408982.047990732
971,Пушкинская,"Пушкинская, вход-выход 10 к «Известиям»",55.766072,37.603969,1903936.9721090212,6413953.925568386
972,Ховрино,"Ховрино, вход-выход, вестибюль 1",55.877286,37.482345,1892439.1430227181,6423407.228818333
973,Ховрино,"Ховрино, вход-выход, вестибюль 2",55.877510,37.481513,1892380.4499418698,6423414.100720384
974,Ховрино,"Ховрино, вход-выход, вестибюль 3",55.879294,37.480658,1892262.7466780916,6423588.664129272
975,Петровский парк,"Петровский парк, вход-выход 1, вестибюль 1",55.792655,37.558781,1900206.3943794407,6415875.239986907
976,Петровский парк,"Петровский парк, вход-выход 2, вестибюль 2",55.792257,37.558330,1900193.7454041927,6415822.926818283
977,Петровский парк,"Петровский парк, вход-выход 3, вестибюль 3",55.790566,37.555893,1900108.363726079,6415589.795400838
978,ЦСКА,"ЦСКА, вход-выход, вестибюль 1",55.785736,37.532015,1898836.7509532373,6414571.174267198
979,ЦСКА,"ЦСКА, вход-выход, вестибюль 2",55.787356,37.534268,1898913.6853421854,6414792.779892979
