,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2929,57441,57441,Перекресток,Супермаркет,Перекресток,да,реализация продовольственных товаров,"город Москва, Шелепихинская набережная, дом 34, корпус 2",район Хорошёво-Мнёвники,Северо-Западный административный округ,37.509218,55.76335075954731,1898278.8923747053,6411682.769525441
2930,57443,57443,Леонардо,Гипермаркет (непродовольственный),Леонардо,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 211, корпус 2",район Свиблово,Северо-Восточный административный округ,37.66061841155048,55.845334058538256,1904429.2891308463,6423681.567389896
2931,57463,57463,Мираторг,Супермаркет,Мираторг,да,реализация продовольственных товаров,"город Москва, проспект Вернадского, дом 29",Ломоносовский район,Юго-Западный административный округ,37.516544,55.68166673590212,1901741.6686379246,6403027.622767454
2932,57773,57773,"Восточные сладости, сухофрукты, орехи и специи",Универсам,,нет,реализация продовольственных товаров,"город Москва, улица Сущёвский Вал, дом 31, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.604558000000004,55.79378876840217,1902944.1696763241,6416953.64036435
2933,57805,57805,Магазин табачной продукции,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Малая Филёвская улица, дом 13",район Фили-Давыдково,Западный административный округ,37.46741599999999,55.73638975172386,1896731.5322525846,6407905.546979954
2934,57837,57837,Модельный магазин,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, улица Малая Ордынка, дом 24",район Замоскворечье,Центральный административный округ,37.625117000000024,55.73551875147143,1906356.651176892,6411103.401631316
2935,57840,57840,Все для дома. Магазин,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Хвалынский бульвар, дом 7/11, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.850148,55.69632074013138,1921507.3506145938,6411619.888003502
2936,57843,57843,Торговая галерея Comcity,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 6, строение 1",поселение Московский,Новомосковский административный округ,37.43602399999999,55.63176772154237,1898670.4016089016,6395968.20841421
2937,57884,57884,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, Жулебинский бульвар, дом 25",район Выхино-Жулебино,Юго-Восточный административный округ,37.85256299999999,55.68982973825735,1921897.714817058,6410971.826977697
2938,58037,58037,Белый кот,Универмаг,Белый кот,да,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 54",Гагаринский район,Юго-Западный административный округ,37.560497999999995,55.69790374058857,1903818.6831097538,6405696.254812734
2939,58038,58038,МАГНИТ,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, проспект Вернадского, дом 105, корпус 4",район Тропарёво-Никулино,Западный административный округ,37.48610400000001,55.66351573067125,1900556.1735717345,6400435.411042645
2940,58041,58041,Магнит,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, Ярославская улица, дом 8, корпус 6",Алексеевский район,Северо-Восточный административный округ,37.649413,55.8166587750711,1904816.875617696,6420357.022591741
2941,58042,58042,Магнит,Универсам,Магнит,да,реализация продовольственных товаров,"город Москва, Рублёвское шоссе, дом 16, корпус 4",район Кунцево,Западный административный округ,37.43502400000001,55.74065975296168,1894603.4115291424,6407692.907881905
2942,58055,58055,Перекресток,Универсам,Перекресток,да,реализация продовольственных товаров,"город Москва, Шереметьевская улица, дом 6, корпус 1",район Марьина Роща,Северо-Восточный административный округ,37.617058,55.79539576887034,1903643.4712179264,6417388.284124702
2943,58133,58133,Дикси,Универсам,Дикси,да,реализация продовольственных товаров,"город Москва, Истринская улица, дом 10, корпус 1",район Кунцево,Западный административный округ,37.43520099999999,55.73709475192819,1894745.3985174543,6407312.096139003
2944,58189,58189,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Твардовского, дом 2, корпус 4, строение 1",район Строгино,Северо-Западный административный округ,37.38933599999999,55.79865676982057,1889692.6326075704,6413000.67000485
2945,58190,58190,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, Старопетровский проезд, дом 1, строение 2",Войковский район,Северный административный округ,37.500343,55.82377577714917,1895507.413976829,6418012.666605251
2946,58284,58284,Фасоль,Универсам,Фасоль,да,реализация продовольственных товаров,"город Москва, Рязанский проспект, дом 40/2",Рязанский район,Юго-Восточный административный округ,37.790009999999995,55.71714674615146,1917069.3351652038,6412591.667812096
