,Name,District,AdmArea,Latitude_WGS84,Longitude_WGS84,Xs,Ys
11103,"«Поворот на Вороново», Варшавское шоссе (1000839)",поселение Вороновское,Троицкий административный округ,55.30009668,37.20249195,1896457.5903771964,
11104,"«Поворот на Милицейский пос.», Варшавское шоссе (1002656)",поселение Щербинка,Новомосковский административный округ,55.51239894,37.57485708,1911556.389546934,
11105,"«Щербинка», Варшавское шоссе (1002657)",район Южное Бутово,Юго-Западный административный округ,55.51722134,37.57755138,1911543.0071974965,
11106,"«Щербинка», Варшавское шоссе (1002658)",район Южное Бутово,Юго-Западный административный округ,55.51790214,37.57624069,1911437.627701729,
11107,"«Храм Моисея Мурина», Варшавское шоссе (1002659)",район Южное Бутово,Юго-Западный административный округ,55.51522324,37.57696659,1911581.0903004664,
11108,"«Захарьинские дворики», Симферопольское шоссе (1002660)",поселение Щербинка,Новомосковский административный округ,55.50401074,37.57221409,1911704.6457850803,
11109,"«Ул. Марш. Савицкого», Симферопольское шоссе (1002661)",поселение Щербинка,Новомосковский административный округ,55.50640794,37.57303289,1911666.1731823434,
11110,"«Железнодорожная ул.», Симферопольское шоссе (1002753)",поселение Щербинка,Новомосковский административный округ,55.50049494,37.57118188,1911771.381541942,
11111,"«Ин-т микрохирургии глаза», Бескудниковский бульвар (1002783)",Бескудниковский район,Северный административный округ,55.87366194,37.53606948,1895828.7850291077,
11112,"«Народный парк», Салтыковская улица (1002784)",район Косино-Ухтомский,Восточный административный округ,55.71467585,37.87735209,1922473.097125296,
11113,"«Косовка-2», Калужское шоссе (1002785)",поселение Вороновское,Троицкий административный округ,55.30007044,37.13782878,1892472.5218836984,
11114,"«Косовка-2», Калужское шоссе (1002786)",поселение Вороновское,Троицкий административный округ,55.30045954,37.13855459,1892503.202322514,
11115,"«7-й км», 7-й километр Московской Кольцевой Автодороги (1002788)",район Косино-Ухтомский,Восточный административный округ,55.72181194,37.83980149,1919922.258135717,
11116,"«7-й км», 7-й километр Московской Кольцевой Автодороги (1002789)",район Вешняки,Восточный административный округ,55.72199094,37.83897278,1919865.1637932188,
11117,"«Орехово-1», Каширское шоссе (1002792)",район Орехово-Борисово Северное,Южный административный округ,55.62675954,37.70991398,1915564.846089343,
11118,"«Орехово-1», Каширское шоссе (1002793)",район Орехово-Борисово Северное,Южный административный округ,55.62636354,37.70933248,1915544.1286582502,
11119,"«Депо им. Баумана», улица Сергея Эйзенштейна (1603)",район Ростокино,Северо-Восточный административный округ,55.83072549,37.64488042,1904018.6581019168,
11120,"«Динамовская ул.», 3-й Крутицкий переулок (6676)",Таганский район,Центральный административный округ,55.7304731,37.65948142,1908634.0598278868,
11121,"«Новоспасский мост», Кожевническая улица (6677)",район Замоскворечье,Центральный административный округ,55.7284235,37.65043642,1908160.1456331576,
11122,"«Кожевническая ул.», Кожевническая улица (6678)",район Замоскворечье,Центральный административный округ,55.72978231,37.64497192,1907777.2816222853,
11123,"«Павелецкий вокзал», Кожевническая улица (6679)",район Замоскворечье,Центральный административный округ,55.7305809,37.64215915,1907576.5308165918,
11124,"«Кожевническая ул.», Кожевническая улица (6726)",район Замоскворечье,Центральный административный округ,55.7298813,37.64397179,1907712.773778838,
11125,"«Новоспасский мост», Кожевническая улица (6727)",Даниловский район,Южный административный округ,55.72836257,37.65007377,1908140.3531042458,
11126,"«Динамовская ул.», 3-й Крутицкий переулок (6728)",Таганский район,Центральный административный округ,55.7303287,37.65947627,1908639.1164559158,
11127,"«Балаклавский просп.», Симферопольский бульвар (7607)",район Зюзино,Юго-Западный административный округ,55.64390953,37.60442687,1908495.093966601,
11128,"«Хлебозаводский пр.», Варшавское шоссе (7608)",район Нагатино-Садовники,Южный административный округ,55.66911871,37.62529812,1908832.3636144346,
11129,"«1-й Нагатинский пр.», Варшавское шоссе (7609)",район Нагатино-Садовники,Южный административный округ,55.67542405,37.6266207,1908678.9519505377,
11130,"«Варшавское ш., 38», Варшавское шоссе (7610)",район Нагатино-Садовники,Южный административный округ,55.67837331,37.62557152,1908505.5900433247,
11131,"«Платф. Нижние Котлы», Варшавское шоссе (7611)",район Нагатино-Садовники,Южный административный округ,55.68141521,37.62455121,1908330.5559382753,
11132,"«Платф. Нижние Котлы», Варшавское шоссе (7612)",район Нагатино-Садовники,Южный административный округ,55.6805293,37.62466574,1908370.408084568,
11133,"«Фруктовая ул.», Симферопольский бульвар (7881)",Нагорный район,Южный административный округ,55.66068105,37.61021063,1908225.9482734273,
11134,"«Фруктовая ул.», Симферопольский бульвар (7890)",район Зюзино,Юго-Западный административный округ,55.66072601,37.6101527,1908220.7506301268,
11135,"«Симферопольский бульв.», Нахимовский проспект (10779)",Нагорный район,Южный административный округ,55.66411527,37.6151234,1908397.9933069714,
11136,"«Варшавское ш., 38», Варшавское шоссе (1000607)",район Нагатино-Садовники,Южный административный округ,55.67835009,37.62543351,1908498.0451690324,
11137,"«Новоданиловский пр.», Новоданиловский проезд (1002258)",Донской район,Южный административный округ,55.70177114,37.62238028,1907442.917411221,
11138,"«Метро Селигерская», Пяловская улица (1002629)",район Западное Дегунино,Северный административный округ,55.86410794,37.54465168,1896702.706839473,
11139,"«Ст. Щербинка», улица 40 лет Октября (1002663)",поселение Щербинка,Новомосковский административный округ,55.51137544,37.56370949,1910911.8949443947,
11140,"«Ст. Щербинка», улица 40 лет Октября (1002664)",поселение Щербинка,Новомосковский административный округ,55.51135334,37.56402618,1910932.0959452807,
11141,"«Светлая ул.», Калужское шоссе (1002798)",поселение Десеновское,Новомосковский административный округ,55.51437674,37.36233229,1898471.9873138985,
11142,"«Стадион Труд», Варшавское шоссе (1002799)",Донской район,Южный административный округ,55.69573134,37.62120628,1907595.5928021194,
11143,"«2-я Крылатская ул.», Рублёвское шоссе (1002803)",район Кунцево,Западный административный округ,55.74416748,37.42460828,1893840.6293306416,
11144,"«Ул. Николая Сироткина», Симферопольское шоссе (1002796)",поселение Воскресенское,Новомосковский административный округ,55.49943084,37.57228678,1911878.3565027681,
11145,"«Садовая-Каретная ул.», улица Малая Дмитровка (3370)",Тверской район,Центральный административный округ,55.77157092,37.6046095,1903771.8446317317,
11146,"«Ул. М. Дмитровка», улица Малая Дмитровка (3371)",Тверской район,Центральный административный округ,55.76678578,37.60640124,1904058.284040795,
11147,"«Ул. М. Дмитровка», улица Малая Дмитровка (3375)",Тверской район,Центральный административный округ,55.7672968,37.60652408,1904046.7846665406,
11148,"«Садовая-Каретная ул.», улица Малая Дмитровка (3376)",Тверской район,Центральный административный округ,55.77120214,37.60522392,1903822.8603853977,
11149,"«Пушкинская пл.», Тверская улица (1001475)",Тверской район,Центральный административный округ,55.76437334,37.60631225,1904142.39936031,
11150,"«Новодевичий пр.», Краснопресненская набережная (1001971)",район Хамовники,Центральный административный округ,55.72914563,37.55795048,1902507.3636991,
11151,"«Ул. Павла Корчагина, 5», улица Кибальчича (1002797)",Алексеевский район,Северо-Восточный административный округ,55.81475175,37.65698198,1905347.061640734,
11152,"«Метро Петровско-Разумовская», Локомотивный проезд (11271)",Тимирязевский район,Северный административный округ,55.83705449,37.57569245,1899587.3447103768,
11153,"«Метро Кожуховская», 1-й Южнопортовый проезд (1002811)",Южнопортовый район,Юго-Восточный административный округ,55.70523654,37.68713279,1911255.2280481514,
11154,"«Ул. Маргелова», улица Маргелова (1002812)",Хорошёвский район,Северный административный округ,55.78203004,37.53812958,1899345.3080759626,
11155,"«Ярославская ул.», улица Бориса Галушкина (1212)",Алексеевский район,Северо-Восточный административный округ,55.82408213,37.65462365,1904856.7852155217,
11156,"«Универмаг», улица Бориса Галушкина (1213)",Алексеевский район,Северо-Восточный административный округ,55.82278408,37.65857944,1905145.046821167,
11157,"«Ростокинский пр.», Ростокинский проезд (7163)",район Сокольники,Восточный административный округ,55.81526591,37.68419949,1906979.222984277,
11158,"«Универмаг», улица Бориса Галушкина (7164)",Алексеевский район,Северо-Восточный административный округ,55.82303088,37.65828668,1905118.1026861332,
11159,"«Ярославская ул.», улица Бориса Галушкина (7165)",Алексеевский район,Северо-Восточный административный округ,55.82440405,37.6540648,1904810.907278481,
11160,"«Метро Новопеределкино», Боровское шоссе (1002638)",район Ново-Переделкино,Западный административный округ,55.64083144,37.35632208,1893473.6598844486,
11161,"«Гостиницы ВДНХ», проезд без названия (2794)",район Марфино,Северо-Восточный административный округ,55.84665491,37.5773875,1899334.1075237354,
11162,"«Мост Победы», Ленинградское шоссе (1002813)",район Сокол,Северный административный округ,55.81346924,37.50317078,1896059.8669503396,
11163,"«Метро Марьина Роща», Шереметьевская улица (1002814)",район Марьина Роща,Северо-Восточный административный округ,55.79385144,37.61639918,1903660.8218900985,
11164,"«Метро Медведково», Широкая улица (1002815)",район Северное Медведково,Северо-Восточный административный округ,55.88784304,37.65917098,1902758.7319177014,
11165,"«Метро Сокол», Ленинградский проспект (1002821)",район Аэропорт,Северный административный округ,55.8053666,37.5151848,1897088.7135238072,
11166,"«Экспо павильон № 75», Продольный проезд (1001462)",Останкинский район,Северо-Восточный административный округ,55.82907766,37.63943582,1903749.7262875764,
11167,"«Павильон Центральный», Продольный проезд (1001463)",Останкинский район,Северо-Восточный административный округ,55.8290148,37.63689976,1903598.2441295586,
11168,"«Дом культуры», Продольный проезд (1001464)",Останкинский район,Северо-Восточный административный округ,55.83261446,37.63477197,1903335.3491588517,
11169,"«Павильон № 57 - Исторический парк Россия - Моя история», Продольный проезд (1001465)",Останкинский район,Северо-Восточный административный округ,55.8361076,37.62880552,1902843.6497941427,
11170,"«Лихоборская», Продольный проезд (1001466)",Останкинский район,Северо-Восточный административный округ,55.84139725,37.62782488,1902587.5573521142,
11171,"«Городская ферма», Сельскохозяйственная улица (1001467)",Останкинский район,Северо-Восточный административный округ,55.83932856,37.62723426,1902628.6409098047,
11172,"«Дворец бракосочетания», Сельскохозяйственная улица (1001468)",Останкинский район,Северо-Восточный административный округ,55.83596707,37.62887596,1902853.1452817544,
11173,"«Грушевая аллея», Сельскохозяйственная улица (1001469)",Останкинский район,Северо-Восточный административный округ,55.83237157,37.63511122,1903364.9548799403,
11174,"«Центральная аллея», Сельскохозяйственная улица (1001470)",Останкинский район,Северо-Восточный административный округ,55.82912252,37.63724704,1903615.302325609,
11175,"«Монреальский павильон», Сельскохозяйственная улица (1001471)",Останкинский район,Северо-Восточный административный округ,55.82879163,37.64000899,1903795.1276663123,
11176,"«Метро Алтуфьево», улица Лескова (1002818)",район Бибирево,Северо-Восточный административный округ,55.89797384,37.58952199,1898165.0208454512,
11177,"«Метро Алтуфьево», улица Лескова (1002819)",район Бибирево,Северо-Восточный административный округ,55.89797774,37.58883609,1898123.3485038674,
11178,"«Метро Отрадное», улица Декабристов (1002820)",район Отрадное,Северо-Восточный административный округ,55.86419664,37.60434787,1900317.3191365178,
11179,"«Даниловская пл.», Городская улица (6378)",Даниловский район,Южный административный округ,55.71623323,37.61756243,1906612.9755859016,
11180,"«Ст. Крюково», Крюковская площадь (13792)",район Старое Крюково,Зеленоградский административный округ,55.98066223,37.1760808,1870104.3329826551,
11181,"«Яузские ворота», Устьинский проезд (16121)",Таганский район,Центральный административный округ,55.7496378,37.64155746,1906831.7802102868,
11182,"«Ул. Удальцова», Ленинский проспект (1002824)",Обручевский район,Юго-Западный административный округ,55.66911514,37.51793849,1902290.113161118,
11183,"«Островная ул.», Островная улица (1002833)",район Крылатское,Западный административный округ,55.75229304,37.44115338,1894547.9980343666,
11184,"«Островная ул.», Островная улица (1002834)",район Крылатское,Западный административный округ,55.75262644,37.44362269,1894685.907296243,
11185,"«Комсомольская ул.», Комсомольская улица (1002835)",Молжаниновский район,Северный административный округ,55.94947434,37.34488948,1881457.1373458474,
11186,"«6-я Нововатутинская ул.», Калужское шоссе (1002836)",поселение Десеновское,Новомосковский административный округ,55.51321224,37.35962278,1898348.6691696714,
11187,"«6-я Нововатутинская ул.», Калужское шоссе (1002837)",поселение Десеновское,Новомосковский административный округ,55.51367334,37.35862599,1898270.7458602977,
11188,"«Метро Лубянка», Лубянская площадь (1002846)",Тверской район,Центральный административный округ,55.75830014,37.62769428,1905667.3158055323,
11189,"«Ватутинки - 1», Калужское шоссе (1002840)",поселение Десеновское,Новомосковский административный округ,55.49596604,37.33206229,1897290.9851058582,
11190,"«Ватутинки - 1», Калужское шоссе (1002841)",поселение Десеновское,Новомосковский административный округ,55.49611184,37.33263828,1897320.9529087995,
11191,"«Ватутинки - 2», Калужское шоссе (1002842)",поселение Десеновское,Новомосковский административный округ,55.49219594,37.32997358,1897300.7545511909,
11192,"«Ватутинки - 2», Калужское шоссе (1002843)",поселение Десеновское,Новомосковский административный округ,55.49218564,37.33040699,1897327.6929791414,
11193,"«КП Рябиновый», Калужское шоссе (1002844)",поселение Десеновское,Новомосковский административный округ,55.49843784,37.33118298,1897146.7705250583,
11194,"«КП Рябиновый», Калужское шоссе (1002845)",поселение Десеновское,Новомосковский административный округ,55.49827734,37.33145548,1897169.3336037027,
11195,"«Метро Бауманская», Спартаковская улица (1002847)",Басманный район,Центральный административный округ,55.77308904,37.67784878,1908164.652415947,
11196,"«Ул. Сергея Эйзенштейна», проспект Мира (1002848)",Останкинский район,Северо-Восточный административный округ,55.82894054,37.64898979,1904334.293029654,
11197,"«Метро Филевский парк», Сеславинская улица (1002778)",район Филёвский Парк,Западный административный округ,55.73988564,37.48352179,1897582.4855192313,
11198,"«Технопарк», проезд без названия (1002825)",Можайский район,Западный административный округ,55.69018974,37.34898818,1891217.8742847561,
11199,"«Сад Технопарка», проезд без названия (1002826)",Можайский район,Западный административный округ,55.69320294,37.34861119,1891084.48620992,
11200,"«Сад Технопарка», проезд без названия (1002827)",Можайский район,Западный административный округ,55.69264764,37.34814868,1891076.6484006485,
11201,"«Амальтея», проезд без названия (1002828)",Можайский район,Западный административный округ,55.69688484,37.35016689,1891044.3608745306,
11202,"«Амальтея», проезд без названия (1002829)",Можайский район,Западный административный округ,55.69694374,37.34964419,1891010.3524363255,
11203,"«Матрекс», проезд без названия (1002830)",Можайский район,Западный административный округ,55.69731604,37.35974319,1891612.0601880637,
11204,"«Сколтех», проезд без названия (1002831)",Можайский район,Западный административный округ,55.69765374,37.35974198,1891599.6050582554,
11205,"«Диагностический центр», проезд без названия (1002832)",Можайский район,Западный административный округ,55.68369134,37.35143008,1891604.8361734871,
11206,"«Троицкий храм», Солнечная улица (1002849)",поселение Троицк,Троицкий административный округ,55.46695154,37.29199329,1895893.6543417075,
11207,"«Троицкий храм», Солнечная улица (1002850)",поселение Троицк,Троицкий административный округ,55.46747294,37.29205368,1895878.3443860027,
11208,"«МФЦ Головинский», Кронштадтский бульвар (1002859)",Головинский район,Северный административный округ,55.84060564,37.49067059,1894298.7950507777,
11209,"«Ул. Обручева, 63», улица Обручева (1002860)",район Коньково,Юго-Западный административный округ,55.64980724,37.56075049,1905613.5619538438,
11210,"«Новоконная пл.», Чесменская улица (6672)",Таганский район,Центральный административный округ,55.73376013,37.69634769,1910753.5935849696,
11211,"«Октябрьское трамвайное депо», Большая Калитниковская улица (6673)",Таганский район,Центральный административный округ,55.73599449,37.69566272,1910628.7127997878,
11212,"«Октябрьское трамвайное депо», Большая Калитниковская улица (6729)",Таганский район,Центральный административный округ,55.73579106,37.69598053,1910655.6140293782,
11213,"«Б. Калитниковская ул.», Большая Калитниковская улица (6758)",Таганский район,Центральный административный округ,55.73803752,37.67553558,1909328.8888240734,
11214,"«Воловья ул.», Большая Калитниковская улица (6759)",Таганский район,Центральный административный округ,55.73702608,37.684215,1909894.2599548395,
11215,"«Воловья ул.», Большая Калитниковская улица (6761)",Таганский район,Центральный административный округ,55.73690082,37.68356903,1909859.6475529103,
11216,"«Б. Калитниковская ул.», Большая Калитниковская улица (6762)",Таганский район,Центральный административный округ,55.73790069,37.67528463,1909318.723112932,
11217,"«Черемушки», Большая Черёмушкинская улица (7529)",Академический район,Юго-Западный административный округ,55.67960509,37.58453372,1905960.0734794177,
11218,"«Ул. Дмитрия Ульянова», Большая Черёмушкинская улица (7530)",Академический район,Юго-Западный административный округ,55.68181499,37.58885391,1906141.3768847082,
11219,"«Ул. Винокурова», Большая Черёмушкинская улица (7531)",Академический район,Юго-Западный административный округ,55.68552888,37.59284195,1906246.6775519794,
11220,"«Загородное ш.», Загородное шоссе (7533)",Донской район,Южный административный округ,55.69210366,37.60281273,1906610.1923442658,
11221,"«Севастопольский просп., 1», Загородное шоссе (7534)",Донской район,Южный административный округ,55.69395417,37.60754265,1906829.5860352556,
11222,"«Б-ца им. Алексеева», Загородное шоссе (7535)",Донской район,Южный административный округ,55.6970689,37.61176011,1906970.8482571216,
11223,"«Духовской пер.», 4-й Рощинский проезд (7537)",Донской район,Южный административный округ,55.70429564,37.61266371,1906757.7739269042,
11224,"«3-я Рощинская ул.», 4-й Рощинский проезд (7538)",Даниловский район,Южный административный округ,55.70783241,37.6106747,1906505.503013704,
11225,"«3-й Верхн. Михайловский пр.», 1-й Рощинский проезд (7539)",Даниловский район,Южный административный округ,55.70868362,37.60699118,1906249.7316975198,
11226,"«Ул. Серпуховский Вал», 1-й Рощинский проезд (7540)",Даниловский район,Южный административный округ,55.71083336,37.60625922,1906125.4493980298,
11227,"«3-й Верхн. Михайловский пр.», 1-й Рощинский проезд (7541)",Донской район,Южный административный округ,55.70905386,37.60653257,1906208.0866492598,
11228,"«3-я Рощинская ул.», улица Новая Заря (7542)",Даниловский район,Южный административный округ,55.7082905,37.60923679,1906400.9917055056,
11229,"«Духовской пер.», 4-й Рощинский проезд (7543)",Даниловский район,Южный административный округ,55.70474098,37.61190524,1906695.084313992,
11230,"«Спортивная школа Тринта», 4-й Рощинский проезд (7544)",Донской район,Южный административный округ,55.70034115,37.61454333,1907018.9017665565,
11231,"«Б-ца им. Алексеева», Загородное шоссе (7545)",Донской район,Южный административный округ,55.69763941,37.61205704,1906967.7635941699,
11232,"«Севастопольский просп., 1», Загородное шоссе (7546)",Донской район,Южный административный округ,55.69376601,37.60668982,1906784.6351688395,
11233,"«Загородное ш.», Загородное шоссе (7547)",Донской район,Южный административный округ,55.69205625,37.60223614,1906576.8393549935,
11234,"«Ул. Шверника», Большая Черёмушкинская улица (7548)",Академический район,Юго-Западный административный округ,55.68909342,37.59642421,1906332.743443387,
11235,"«Ул. Винокурова», Большая Черёмушкинская улица (7549)",Академический район,Юго-Западный административный округ,55.68632602,37.59350101,1906257.2777357649,
11236,"«Ул. Дмитрия Ульянова», Большая Черёмушкинская улица (7550)",Академический район,Юго-Западный административный округ,55.68273814,37.58961956,1906153.812086539,
11237,"«М. Калитниковский пр.», Большая Калитниковская улица (10894)",Таганский район,Центральный административный округ,55.73673336,37.68719305,1910086.22870597,
11238,"«М. Калитниковский пр.», Большая Калитниковская улица (10895)",Таганский район,Центральный административный округ,55.73638736,37.68968102,1910250.385395626,
11239,"«9-я Северная линия», проезд без названия (1001444)",район Северный,Северо-Восточный административный округ,55.93596934,37.55381269,1894594.3111232985,
11240,"«Рябиновая ул., 55», Рябиновая улица (1002858)",район Очаково-Матвеевское,Западный административный округ,55.69124014,37.42702118,1895934.4021936588,
11241,"«Ф-ка им. 1 Мая», проезд без названия (17967)",поселение Рязановское,Новомосковский административный округ,55.4899753,37.50320242,1907996.2924156224,
11242,"«Стройцирк», проезд без названия (1000888)",поселение Краснопахорское,Троицкий административный округ,55.44193525,37.28592053,1896433.0726627863,
11243,"«Ст. Бекасово - 1», Киевское шоссе (1001835)",поселение Киевский,Троицкий административный округ,55.42937078,36.84124614,1869569.1934207336,
11244,"«Ст. Бекасово - 1», Киевское шоссе (1001836)",поселение Киевский,Троицкий административный округ,55.42934796,36.84184118,1869606.592462168,
11245,"«Бекасовская ул.», Бекасовская улица (1001837)",поселение Киевский,Троицкий административный округ,55.43269462,36.85359502,1870209.7327456467,
11246,"«Бекасовская ул.», Киевское шоссе (1001838)",поселение Киевский,Троицкий административный округ,55.43315926,36.85215939,1870104.8866375505,
11247,"«Киевский», Кольцевая улица (1001839)",поселение Киевский,Троицкий административный округ,55.42885957,36.86289099,1870918.1975621367,
11248,"«Киевское шоссе», Центральная улица (1001841)",поселение Киевский,Троицкий административный округ,55.41860429,36.84575586,1870230.7473196704,
11249,"«Киевское шоссе», Центральная улица (1001842)",поселение Киевский,Троицкий административный округ,55.41818,36.84759705,1870359.1251413596,
11250,"«Центральная ул.», Центральная улица (1001843)",поселение Киевский,Троицкий административный округ,55.41631839,36.85289749,1870751.566989089,
11251,"«Центральная ул.», Центральная улица (1001844)",поселение Киевский,Троицкий административный округ,55.41693315,36.85209299,1870680.1404095192,
11252,"«Дер. Шеломово», Центральная улица (1001845)",поселение Киевский,Троицкий административный округ,55.41674132,36.86187524,1871288.6103844855,
11253,"«Дер. Шеломово», Центральная улица (1001846)",поселение Киевский,Троицкий административный округ,55.41752445,36.86072345,1871189.804535647,
11254,"«Ст. Бекасово-Сорт.», Центральная улица (1001847)",поселение Киевский,Троицкий административный округ,55.41852156,36.86979439,1871712.0255794763,
11255,"«ЖК Легенда», проезд без названия (1001859)",поселение Краснопахорское,Троицкий административный округ,55.45141652,37.28318705,1895919.7465287491,
11256,"«ЖК Легенда», проезд без названия (1001860)",поселение Краснопахорское,Троицкий административный округ,55.4521095,37.28227354,1895838.4336719855,
11257,"«Технопарк», Промышленная улица (1001861)",поселение Троицк,Троицкий административный округ,55.45388297,37.27338435,1895228.3471360155,
11258,"«Технопарк», Промышленная улица (1001862)",поселение Троицк,Троицкий административный округ,55.45352125,37.27378442,1895266.0741945195,
11259,"«Промышленная ул.», Промышленная улица (1001863)",поселение Троицк,Троицкий административный округ,55.45929704,37.27122679,1894898.7303036675,
11260,"«Промышленная ул.», Промышленная улица (1001864)",поселение Троицк,Троицкий административный округ,55.45966704,37.27135879,1894893.3500736551,
11261,"«Дер. Пучково», проезд без названия (1001866)",поселение Первомайское,Троицкий административный округ,55.49057904,37.26059879,1893107.4782567064,
11262,"«Дер. Пучково», Троицкая улица (1001867)",поселение Первомайское,Троицкий административный округ,55.49066959,37.26028083,1893084.688735773,
11263,"«Храм», проезд без названия (1001868)",поселение Первомайское,Троицкий административный округ,55.48458847,37.26956047,1893875.112287462,
11264,"«Храм», проезд без названия (1001869)",поселение Первомайское,Троицкий административный округ,55.48436737,37.2710775,1893976.1782052533,
11265,"«Зверево», улица Генерала Донскова (1001872)",поселение Новофедоровское,Троицкий административный округ,55.50837347,36.93517141,1872510.1008643084,
11266,"«9-я улица», улица Генерала Донскова (1001873)",поселение Новофедоровское,Троицкий административный округ,55.5014791,36.92840996,1872342.6510030492,
11267,"«9-я улица», улица Генерала Донскова (1001874)",поселение Новофедоровское,Троицкий административный округ,55.50278651,36.93039737,1872417.678000305,
11268,"«Лучистая ул.», улица Генерала Донскова (1001875)",поселение Новофедоровское,Троицкий административный округ,55.49654377,36.92209111,1872131.947432465,
11269,"«Лучистая ул.», улица Генерала Донскова (1001876)",поселение Новофедоровское,Троицкий административный округ,55.49799538,36.92378276,1872183.6946742188,
11270,"«ЖК Борисоглебское», улица Генерала Донскова (1001877)",поселение Новофедоровское,Троицкий административный округ,55.49395128,36.91955817,1872069.4642665973,
11271,"«ЖК Борисоглебское», улица Генерала Донскова (1001878)",поселение Новофедоровское,Троицкий административный округ,55.49461402,36.92050991,1872104.1061970338,
11272,"«Рассудово», улица Генерала Донскова (1001879)",поселение Новофедоровское,Троицкий административный округ,55.48807924,36.9152013,1872012.5508996362,
11273,"«Рассудово», улица Генерала Донскова (1001880)",поселение Новофедоровское,Троицкий административный округ,55.48854341,36.91593717,1872041.0774971286,
11274,"«Дер. Рассудово», улица Генерала Донскова (1001881)",поселение Новофедоровское,Троицкий административный округ,55.48412887,36.91275536,1872003.9797046594,
11275,"«Дер. Рассудово», улица Генерала Донскова (1001882)",поселение Новофедоровское,Троицкий административный округ,55.48495475,36.91203787,1871930.3539723775,
11276,"«Поселок совхоза Крекшино», Озёрная улица (1002690)",поселение Марушкинское,Новомосковский административный округ,55.59481614,37.10208839,1879617.8699186405,
11277,"«Крекшино», Озёрная улица (1002691)",поселение Марушкинское,Новомосковский административный округ,55.59164994,37.11670359,1880626.2812739154,
11278,"«Октябрьская ул.», Озёрная улица (1002692)",поселение Марушкинское,Новомосковский административный округ,55.58590134,37.12139028,1881121.1114341866,
11279,"«Ст. Крекшино», проезд без названия (1002693)",поселение Марушкинское,Новомосковский административный округ,55.57873494,37.11126409,1880761.153830521,
11280,"«Октябрьская ул.», проезд без названия (1002694)",поселение Марушкинское,Новомосковский административный округ,55.58622054,37.12306358,1881211.8972181636,
11281,"«Крекшино», проезд без названия (1002696)",поселение Марушкинское,Новомосковский административный округ,55.59198864,37.11676088,1880617.5196991109,
11282,"«Поселок совхоза Крекшино», Озёрная улица (1002698)",поселение Марушкинское,Новомосковский административный округ,55.59519294,37.10289068,1879653.296402785,
11283,"«Детский сад», Боровское шоссе (1002703)",поселение Кокошкино,Новомосковский административный округ,55.60204564,37.16176938,1883004.8829592662,
11284,"«Железнодорожная ул.», Боровское шоссе (1002704)",поселение Кокошкино,Новомосковский административный округ,55.60097504,37.16412728,1883187.8809350596,
11285,"«Ст. Кокошкино», Боровское шоссе (1002705)",поселение Кокошкино,Новомосковский административный округ,55.59874784,37.16702788,1883446.0486095,
11286,"«Пос. фабрики им. 1-го Мая, 18», проезд без названия (1002709)",поселение Рязановское,Новомосковский административный округ,55.48579034,37.49949798,1907923.4905949535,
11287,"«Тарасово», проезд без названия (1002710)",поселение Рязановское,Новомосковский административный округ,55.48423714,37.49339299,1907606.6461101298,
11288,"«Мостовское», проезд без названия (1002711)",поселение Рязановское,Новомосковский административный округ,55.482539,37.472821,1906408.6360785465,
11289,"«Тарасово», проезд без названия (1002712)",поселение Рязановское,Новомосковский административный округ,55.48396224,37.49149198,1907500.2923237393,
11290,"«Пос. фабрики им. 1-го Мая, 18», проезд без названия (1002713)",поселение Рязановское,Новомосковский административный округ,55.48577074,37.49989978,1907948.828857162,
11291,"«Армазово», проезд без названия (1002715)",поселение Рязановское,Новомосковский административный округ,55.46684784,37.49546229,1908373.6507236003,
11292,"«СНТ Десна», проезд без названия (1002716)",поселение Рязановское,Новомосковский административный округ,55.45566654,37.51347169,1909889.5167953104,
11293,"«СНТ Десна», Колхозная улица (1002717)",поселение Рязановское,Новомосковский административный округ,55.45568374,37.51379979,1909909.0002935622,
11294,"«Армазово», Колхозная улица (1002718)",поселение Рязановское,Новомосковский административный округ,55.46741454,37.49449918,1908293.7519283378,
