,ObjectName,NameSummer,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
134,Фитнес клуб «Флай Фитнесс»,зал тренажерный №1,"улица Авиаконструктора Сухого, дом 1, строение 1",район Беговой,Северный административный округ,37.54388324631039,55.78631298973315,1899536.3480255408,6414880.8107474875
135,Досуговый центр «Сабуровец»,зал тренажерный,"Каширское шоссе, дом 57, корпус 5",район Москворечье-Сабурово,Южный административный округ,37.69759162636094,55.63763062192376,1914408.7595247074,6402074.344168484
136,Фитнес клуб «Флай Фитнесс»,зал тренажерный №2,"улица Авиаконструктора Сухого, дом 1, строение 1",район Беговой,Северный административный округ,37.54388324631039,55.78631298973315,1899536.3480255408,6414880.8107474875
137,Досуговый центр «Родник»,зал тренажерный,"Смольная улица, дом 11",Головинский район,Северный административный округ,37.49841985889853,55.846086960813835,1894566.3266253362,6420377.926695585
138,Фитнес клуб «АВ-Флекс»,зал тренажерный,"Ленинградский проспект, дом 39, строение 29",Хорошёвский район,Северный административный округ,37.53744460882763,55.79666963109482,1898762.0357184121,6415863.033419261
139,Фитнес клуб «Тонус клуб»,зал тренажерный,"Бескудниковский бульвар, дом 15, корпус 1",Бескудниковский район,Северный административный округ,37.55906771902192,55.86452650046637,1897560.9450977058,6423627.968051713
140,Комплекс спортивных сооружений «Автомобилист»,зал тренажерный,"Вятская улица, дом 41",Савёловский район,Северный административный округ,37.576745328385556,55.800364630550526,1901011.5546456566,6417081.25048546
141,Фитнес клуб «Практика»,зал тренажерный,"Красноармейская улица, дом 11, корпус 2",район Аэропорт,Северный административный округ,37.54350250515774,55.799443805082014,1899027.2335141497,6416288.377416914
142,Физкультурно-оздоровительный комплекс с бассейном «ДОСААФ России»,зал тренажерный,"Большая Марфинская улица, дом 4",район Марфино,Северо-Восточный административный округ,37.59146545126488,55.83150918277832,1900749.747703377,6420745.428932326
143,Центр досуга культуры и спорта «Лидер»,зал тренажерный,"Псковская улица, дом 9, корпус 2",район Лианозово,Северо-Восточный административный округ,37.549898913123215,55.9063469072698,1895455.5984743116,6427944.098843822
144,Спортивно-культурный центр по реабилитации воинов-участников локальных конфликтов «Пересвет» МУ «СК «Десна»,зал тренажерный,"посёлок Знамя Октября, дом 31, строение 3",поселение Рязановское,Новомосковский административный округ,37.54170106279453,55.47339574737298,1910966.2385790527,6381089.622922134
145,Спортивно-досуговый центр «Брэк,зал тренажерный,"улица Лётчика Бабушкина, дом 12",Бабушкинский район,Северо-Восточный административный округ,37.674817234656906,55.86278921066395,1904639.6855095793,6425859.6949035255
146,Фитнес клуб «Манхеттен»,зал тренажерный №1,"Новодмитровская улица, дом 5А, строение 2",Бутырский район,Северо-Восточный административный округ,37.587900709263536,55.80701770131479,1901442.060558228,6418031.329929617
147,Центр досуга и спорта «Лосинка»,зал тренажерный №3,"Стартовая улица, дом 33",Лосиноостровский район,Северо-Восточный административный округ,37.68943588760276,55.88658719258181,1904637.9714740089,6428729.865737615
148,Физкультурно-оздоровительный комплекс с бассейном,зал тренажерный,"Писцовая улица, дом 12, строение 1",Савёловский район,Северный административный округ,37.5771343775216,55.7981843434275,1901116.0004199657,6416854.3669678625
149,Фитнес клуб «СССР на Алексеевской»»,зал тренажерный №1,"Новоалексеевская улица, дом 25",Алексеевский район,Северо-Восточный административный округ,37.65116847618693,55.81090574403317,1905137.4106742926,6419773.855736526
150,Досуговый центр «Восточный»,зал тренажерный,"шоссе Энтузиастов, дом 98А",район Ивановское,Восточный административный округ,37.8327578533262,55.77236892573305,1917598.6702196035,6419443.357246972
151,Эко-Парк,зал тренажерный №2,"улица Островитянова, дом 10, строение 2",район Тёплый Стан,Юго-Западный административный округ,37.50401436245802,55.638643604330554,1902565.6694055137,6398126.3689795835
152,Физкультурно-оздоровительный компелкс «Спортивно-профессиональный клуб Раменки»,зал тренажерный,"улица Раменки, дом 19",район Раменки,Западный административный округ,37.492812797046135,55.69118857635183,1899944.4874547136,6403559.664800538
153,"Досуговый центр для детей, молодежи и инвалидов «Титан»",зал тренажерный,"Аптекарский переулок, дом 3/22",Басманный район,Центральный административный округ,37.67399087577206,55.76866319306868,1908095.0761594968,6415700.293983868
154,Региональная спортивная общественная организация «Федерация Таэквон-до «Юг»,зал тренажерный,"Россошанская улица, дом 4, корпус 4",район Чертаново Южное,Южный административный округ,37.608877,55.591096,1910723.7554888295,6395192.935112586
155,Фитнес клуб «Ве Джим»,зал тренажерный,"Митинская улица, дом 19",район Митино,Северо-Западный административный округ,37.37343619184863,55.84232859339639,1887122.570666655,6417381.691756737
156,Досугово-спортивный центр «Гармония»,зал тренажерный,"улица Милашенкова, дом 8",Бутырский район,Северо-Восточный административный округ,37.58487333473589,55.825201931822356,1900583.8436838114,6419927.998289409
157,Досуговый центр «НЕО-21 Век»,зал тренажерный,"Востряковский проезд, дом 5, корпус 3",район Бирюлёво Западное,Южный административный округ,37.657457355819666,55.57873638652518,1914149.0326848754,6394880.873304145
158,Досуговый центр «Измайлово»,зал тренажерный,"Верхняя Первомайская улица, дом 32",район Измайлово,Восточный административный округ,37.79663652766468,55.79875988099231,1914417.426426058,6421523.206141268
159,Физкультурно-оздоровительный комплекс «Триумф»,зал тренажерный,"улица Габричевского, домовладение 1",район Покровское-Стрешнево,Северо-Западный административный округ,37.46136485619426,55.81622614519028,1893420.1802767492,6416388.660002639
160,Досуговый спортивный центр «Ратмир»,зал тренажерный №2,"Симферопольский бульвар, дом 24, корпус 5",район Зюзино,Юго-Западный административный округ,37.60418559520362,55.65030866150042,1908243.209003552,6401479.024261574
161,Досуговый центр «Талисман»,зал тренажерный,"город Зеленоград, корпус 309",район Савёлки,Зеленоградский административный округ,37.21167352459438,56.00088738167299,1871518.4401140576,6431155.799130492
162,Досуговый спортивный центр «Ратмир»,зал тренажерный №1,"Симферопольский бульвар, дом 24, корпус 5",район Зюзино,Юго-Западный административный округ,37.60418559520362,55.65030866150042,1908243.209003552,6401479.024261574
163,Физкультурно-оздоровительный комплекс «Центр спорта Московский»,зал тренажерный,"город Московский, 1-й микрорайон, дом 39Б",поселение Московский,Новомосковский административный округ,37.35135419869796,55.59826434704519,1894729.3772033649,6390595.030245958
164,Спортивный зал «Космос»,зал тренажерный,"Ленинский проспект, дом 32",Гагаринский район,Юго-Западный административный округ,37.578586331638505,55.7093629732054,1904495.6396758377,6407309.890601833
165,Фитнес клуб «Платинум Фитнес»,зал тренажерный,"Чермянский проезд, дом 7",район Северное Медведково,Северо-Восточный административный округ,37.632631813491614,55.888814639912155,1901115.6182398377,6427780.81282944
166,Досуговый центр «РОО НКО Возрождение»,зал тренажерный,"3-я Прядильная улица, дом 14, корпус 1",район Измайлово,Восточный административный округ,37.77608324451208,55.79755921841806,1913215.2499510043,6420960.540213484
167,Фитнес клуб «Спортив»,зал тренажерный,"Енисейская улица, дом 5",Бабушкинский район,Северо-Восточный административный округ,37.65911,55.859903,1903795.4496285862,6425219.714676017
168,Крытый легкоатлетическо-футбольный комплекс ЦСКА,зал тренажерный,"Ленинградский проспект, дом 39, строение 1",Хорошёвский район,Северный административный округ,37.539008202377296,55.79121519191859,1899058.824129794,6415307.629362145
169,Автономная некоммерческая организация спортивный клуб Лианозово,зал тренажерный,"Алтуфьевское шоссе, дом 87",район Лианозово,Северо-Восточный административный округ,37.585731001616224,55.8929685054177,1898121.2907513797,6427249.0596388895
170,Спортивный зал «Мускул»,зал тренажерный №2,"Янтарный проезд, дом 27",Лосиноостровский район,Северо-Восточный административный округ,37.687722,55.871986,1905078.6545909985,6427120.970587965
171,Досуговый центр «Ровесник»,зал тренажерный,"улица Дружбы, дом 2/19",район Раменки,Западный административный округ,37.52153946194896,55.71231196596526,1900913.9995148757,6406436.3914349815
172,Фитнес клуб «Зебра»,зал тренажерный,"улица Красная Сосна, дом 2А",Ярославский район,Северо-Восточный административный округ,37.67936269129663,55.85087704760667,1905359.0018292484,6424671.560478663
173,Гребная база и канал «Олимпийский учебно-спортивный центр Крылатское»,зал тренажерный,"Крылатская улица, дом 2, строение 1",район Крылатское,Западный административный округ,37.440937849518804,55.752723440867314,1894519.0409458734,6409116.751765188
174,Физкультурно-оздоровительный комплекс «ИСТ-ФРЕШ»,зал тренажерный,"город Московский, Радужная улица, дом 9",поселение Московский,Новомосковский административный округ,37.373563,55.592108,1896311.9600095893,6390391.377395752
175,Фитнес клуб «Зебра»,зал тренажерный,"улица Орджоникидзе, дом 10",Донской район,Южный административный округ,37.591526,55.710313,1905248.0353647966,6407683.003651916
176,Физкультурно-оздоровительный комплекс с бассейном «Медведково»,зал тренажерный,"Заповедная улица, дом 1",район Южное Медведково,Северо-Восточный административный округ,37.63199190043779,55.86687416021023,1901892.8866068784,6425403.378883506
177,Физкультурно-оздоровительный комплекс «Семья»,зал тренажерный,"улица Покрышкина, дом 3",район Тропарёво-Никулино,Западный административный округ,37.47041846037631,55.66368696640381,1899593.576707372,6400127.115225006
178,Дворец спортивных единоборств ЦСКА,зал тхэквондо,"Ленинградское шоссе, дом 39, строение 27",Хорошёвский район,Северный административный округ,37.536902046816515,55.79388220983099,1898832.223801292,6415551.234631581
179,Досуговый центр «Ровесник»,зал тренажерный,"улица Пырьева, дом 5А, строение 2",район Раменки,Западный административный округ,37.52633343755777,55.725882592840385,1900704.3154250009,6407999.643187178
180,Эко-Парк,зал тренажерный №1,"улица Островитянова, дом 10, строение 2",район Тёплый Стан,Юго-Западный административный округ,37.503774354884705,55.63812951312204,1902569.9922455412,6398065.915005856
181,Спортивный зал «Мускул»,зал тренажерный №1,"Янтарный проезд, дом 27",Лосиноостровский район,Северо-Восточный административный округ,37.687722,55.871986,1905078.6545909985,6427120.970587965
182,Спортивный клуб Муромец»,зал тренажерный,"Загородное шоссе, дом 6, корпус 1",Донской район,Южный административный округ,37.60682532408139,55.69499979667858,1906747.1315973664,6406352.475632532
183,Фитнес клуб «Твой Фитнес»,зал тренажерный №2,"Маломосковская улица, дом 27, корпус 2",Алексеевский район,Северо-Восточный административный округ,37.65381111348204,55.81271056012345,1905230.6186533058,6420023.702943397
184,Физкультурно-оздоровительный комплекс «Время спорта»,зал тренажерный,"Пятницкое шоссе, дом 25, корпус 1",район Митино,Северо-Западный административный округ,37.364271016211575,55.84808821630877,1886354.8983437363,6417813.439460591
185,Спортивный комплекс «Свиблово»,зал тренажерный №110,"улица Седова, дом 12А",район Свиблово,Северо-Восточный административный округ,37.63753116155721,55.85338447257613,1902730.260699776,6424065.696315032
186,Спортивный комплекс «Свиблово»,зал тренажерный №109,"улица Седова, дом 12А",район Свиблово,Северо-Восточный административный округ,37.63753116155721,55.85338447257613,1902730.260699776,6424065.696315032
187,Фитнес клуб «Твой Фитнес»,зал тренажерный №1,"Маломосковская улица, дом 27, корпус 2",Алексеевский район,Северо-Восточный административный округ,37.65379155758867,55.81270394564003,1905229.6781449604,6420022.580468346
188,Фитнес клуб «Паллада»,зал тренажерный,"Юрловский проезд, дом 13",район Отрадное,Северо-Восточный административный округ,37.622432,55.86791,1901275.143423924,6425315.128818556
189,Спортивно-досуговый клуб «Движение»,зал тренажерный №2,"Каширское шоссе, дом 108, корпус 2",район Орехово-Борисово Южное,Южный административный округ,37.71574450507761,55.60894061709213,1916584.0548740604,6399364.31357354
190,Физкультурно-оздоровительный комплекс «СДЦ Первомайское»,зал тренажерный,"посёлок Первомайское, Центральная улица, дом 1",поселение Первомайское,Троицкий административный округ,37.16562832643678,55.53511197905405,1885669.6495721098,6379941.956492737
191,Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Москворечье»,Зал тренажерный,"Каширское шоссе, дом 52",район Москворечье-Сабурово,Южный административный округ,37.66818362556232,55.646029159380305,1912303.5306805177,6402360.977011578
192,Фитнес клуб «Магнат»,зал тренажерный,"Алтуфьевское шоссе, дом 28",район Отрадное,Северо-Восточный административный округ,37.585290457671825,55.86459630857138,1899147.5850798795,6424182.357720393
193,Детско-юношеский спортивно-оздоровительный «Центр ИМА»,зал тренажерный,"Абрамцевская улица, дом 9, корпус 1",район Лианозово,Северо-Восточный административный округ,37.572244418949985,55.905012892612184,1896857.791397994,6428265.792907077
194,Досуговый центр «Энергия»,зал тренажерный,"город Зеленоград, корпус 1131",район Силино,Зеленоградский административный округ,37.16968491593873,55.99225527658813,1869295.0361505582,6429366.242432812
195,Фитнес клуб «Зебра»,зал тренажерный,"улица Ленинская Слобода, дом 19, корпус 1",Даниловский район,Южный административный округ,37.65251456362985,55.708504507385236,1909026.9546167452,6408766.099131055
196,Центр досуга и спорта «Лосинка»,зал тренажерный №2,"Изумрудная улица, дом 12",Лосиноостровский район,Северо-Восточный административный округ,37.680868,55.869223,1904766.4891715886,6426679.643341963
197,Центр досуга и спорта «Лосинка»,зал тренажерный №1,"Изумрудная улица, дом 12",Лосиноостровский район,Северо-Восточный административный округ,37.680615872352575,55.86937682964407,1904745.482661222,6426690.932101174
