,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
13368,13368,Одекс,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Измайловский Вал, дом 20",район Соколиная Гора,Восточный административный округ,37.719145000000005,55.784602,1910243.3552784028,6418366.172871512
13369,13369,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Измайловский Вал, дом 20",район Соколиная Гора,Восточный административный округ,37.719145000000005,55.784602,1910243.3552784028,6418366.172871512
13380,13380,Спорттовары,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Земляной Вал, дом 38-40/13, строение 6",Басманный район,Центральный административный округ,37.656459000000005,55.755155,1907532.4105446518,6413876.753831538
13395,13395,Вымпел,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Старый Петровско-Разумовский проезд, дом 1/23, строение 1",Савёловский район,Северный административный округ,37.565326,55.800291,1900320.959319314,6416834.930307764
13423,13423,Магазин «Модница»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.6459119966,55.6391395809,1911201.636567729,6401150.311469153
13426,13426,Магазин «Cityman»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13427,13427,Магазин «Белый лен»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13428,13428,Магазин «Ваша куртка»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13429,13429,Магазин «Новое время»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13430,13430,Магазин «Gabriela»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13433,13433,Магазин «Мужская одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13435,13435,Магазин «Перчатки»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 58",район Москворечье-Сабурово,Южный административный округ,37.645911996650476,55.63913958093283,1911201.6365695887,6401150.311473751
13501,13501,Choupette,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13519,13519,Koton,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13539,13539,Flash Dress,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13540,13540,Fox in socks,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13542,13542,Модис,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13567,13567,Wellensteyn,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13572,13572,Gerard Darel,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13577,13577,Items Department Store,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13578,13578,Kristina Modehaus,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13586,13586,Lexmer,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13592,13592,Луара,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13604,13604,Правильные Джинсы,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13605,13605,Prima Linea,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13606,13606,Royce,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13608,13608,Rinascentre,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13615,13615,Trussardi jeans,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13617,13617,Волна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13619,13619,Wittchen,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13622,13622,Ice Lable,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13624,13624,Isabel Garcia,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13634,13634,Gaastra,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13636,13636,Стокманн,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13637,13637,Mesler Fashion,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13641,13641,Michaela,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13642,13642,P&L Collection,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13647,13647,Pilotage,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13650,13650,Noel Boutigue,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13651,13651,Oris,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13654,13654,Paul and Shark,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13655,13655,Mirko Botticelli,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13657,13657,Teorema Officewear,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13658,13658,Miris,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13660,13660,Tommy Roy,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13662,13662,Tsvetnoy Bazar,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13669,13669,Riggi,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ходынский бульвар, дом 4",Хорошёвский район,Северный административный округ,37.52774800000001,55.790177767350436,1898413.2725086256,6414961.099945517
13718,13718,Burvin,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Нижняя Красносельская улица, дом 35, строение 50",Басманный район,Центральный административный округ,37.67418331260794,55.77479627456111,1907878.450446915,6416365.240880317
13728,13728,ТВОРЧЕСКИЙ ЦЕНТР ДЕБЮТ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Валовая улица, дом 32/75, строение 1",район Замоскворечье,Центральный административный округ,37.6259102442944,55.73027126513527,1906599.7357613684,6410554.406132834
13778,13778,Churinga,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Сколковское шоссе, дом 31, строение 1",Можайский район,Западный административный округ,37.40426254791882,55.70589697086841,1894009.2054948243,6403304.932215432
13780,13780,Bogner,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Сколковское шоссе, дом 31, строение 1",Можайский район,Западный административный округ,37.40426254791882,55.70589697086841,1894009.2054948243,6403304.932215432
13800,13800,FORCE AGE,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Сколковское шоссе, дом 31, строение 1",Можайский район,Западный административный округ,37.40426254791882,55.70589697086841,1894009.2054948243,6403304.932215432
13929,13929,Кузнецова Валентина Станиславовна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 20",район Марьина Роща,Северо-Восточный административный округ,37.593996999999995,55.79398199999999,1902295.7296351485,6416753.691262232
13982,13982,МАТВЕЕВА Н.М.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13983,13983,АХМЕТОВА Е.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13984,13984,ЗЕЛЕНИНА О.К.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13985,13985,ГОЛОВЛЕВА Н.Е.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13986,13986,КОЛОСКОВ Г.Г.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13987,13987,КАФАФОВ В.М.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13988,13988,БЫЧКОВА Л.С.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13989,13989,СОКОЛОВ С.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13990,13990,ЛЮБАРОВА И.Б.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13991,13991,ГУДЗИШЕВСКИЙ В.Ф.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13992,13992,КИПАРЕНКО И.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13993,13993,БЕЛОВА О.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13994,13994,ТУРКИНА В.Д.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13995,13995,ПЕТРОВА Р.П.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13996,13996,ИВАНОВА М.О.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13997,13997,НОРТОН,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13998,13998,БЕЛЬСКАЯ И.Ф.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
13999,13999,РЕДЯНОВА Ю.А.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14000,14000,НИКИФОРОВ П.Г.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14001,14001,ДАВЫДОВА М.Ю.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14002,14002,ГОЛУБЕВ В.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14003,14003,СОКОЛИНСКАЯ Е.А.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14004,14004,КАШЕВАРОВ А.Г,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14005,14005,СПИРИДОНОВ В.М.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14006,14006,СТУПАК Н.В.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14007,14007,БАЖАН Л.С.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14008,14008,Насонова Светлана Алексеевна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14009,14009,Бурлаков Анатолий Вячеславович,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14010,14010,БИЗНЕС-КОНТАКТ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14011,14011,Конорева Антонина Васильевна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14012,14012,ГРЫЦИВ О.И.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14013,14013,Панфилов Анатолий Владимирович,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14014,14014,Иванова Марина Олеговна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14015,14015,ДЖОХАДЗЕ М.И.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14016,14016,Ильичев Илья Игоревич,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14017,14017,Ежов Михаил Александрович,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14018,14018,КОРАБЛИНА Т.П.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14019,14019,Федотов Игорь Николаевич,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14020,14020,Мочалов Вячеслав Юрьевич,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14022,14022,МАЗМАНЯН Т.Р.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14023,14023,Кожанова Вера Георгиевна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14024,14024,Сорокина Татьяна Ивановна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14025,14025,ЛИДЕРТОРГ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14026,14026,Потехина Татьяна Васильевна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14027,14027,Равичев Вадим Александрович,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14029,14029,ТРИУМФ ИНТЕРНАЦИОНАЛ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14030,14030,Шайдулина Альфия Набиуловна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14031,14031,Грагянц Радж Георгиевич,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14032,14032,РЕЗНИКОВ В.Н.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14034,14034,Брусенцов Кирилл Витальевич,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14035,14035,АТЛАНТАМЕХ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14038,14038,Шарыпина Ольга Николаевна,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14039,14039,КУРАТНИКОВА Е.И.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14040,14040,РУБАН Е.Н.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14041,14041,ТУРКИНА В.Г.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14042,14042,ТМХФ РИТЕЙЛ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14043,14043,АБРАМОВА Т.Ю.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
14044,14044,СЕМЕНОВ О.Б,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Сущёвский Вал, дом 5, строение 1",район Марьина Роща,Северо-Восточный административный округ,37.591986,55.794401,1902158.0759219911,6416756.825207312
