,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2249,16639,16639,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2250,16640,16640,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2251,16641,16641,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2252,16642,16642,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2253,16643,16643,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2254,16644,16644,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2255,16645,16645,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2256,16646,16646,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2257,16647,16647,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2258,16648,16648,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
